# Device: RND 320-KA3005P V2.0
# Vmax: 18.00
# Imax: 5.000
# Timestamp[s] Voltage[V] Current[A]
1774272875.464 18.00 0.546
1774272875.565 18.00 0.615
1774272875.646 18.00 0.615
1774272875.748 18.00 0.615
1774272875.832 18.00 0.615
1774272875.913 18.00 0.587
1774272875.994 18.00 0.587
1774272876.076 18.00 0.587
1774272876.157 18.00 0.587
1774272876.258 18.00 0.439
1774272876.359 18.00 0.439
1774272876.440 18.00 0.439
1774272876.522 18.00 0.439
1774272876.623 18.00 0.496
1774272876.724 18.00 0.496
1774272876.806 18.00 0.496
1774272876.907 18.00 0.496
1774272876.988 18.00 0.478
1774272877.094 18.00 0.478
1774272877.195 18.00 0.478
1774272877.296 18.00 0.478
1774272877.377 18.00 0.384
1774272877.479 18.00 0.384
1774272877.580 18.00 0.384
1774272877.661 18.00 0.384
1774272877.742 18.00 0.397
1774272877.843 18.00 0.397
1774272877.945 18.00 0.397
1774272878.026 18.00 0.397
1774272878.107 18.00 0.295
1774272878.208 18.00 0.295
1774272878.309 18.00 0.295
1774272878.390 18.00 0.295
1774272878.492 18.00 0.272
1774272878.593 18.00 0.272
1774272878.674 18.00 0.272
1774272878.755 18.00 0.272
1774272878.857 18.00 0.139
1774272878.958 18.00 0.139
1774272879.039 18.00 0.139
1774272879.140 18.00 0.076
1774272879.241 18.00 0.076
1774272879.323 18.00 0.076
1774272879.424 18.00 0.076
1774272879.505 18.00 0.058
1774272879.606 18.00 0.058
1774272879.687 18.00 0.058
1774272879.789 18.00 0.058
1774272879.890 18.00 0.055
1774272879.974 18.00 0.055
1774272880.075 18.00 0.055
1774272880.176 18.00 0.055
1774272880.257 18.00 0.059
1774272880.358 18.00 0.059
1774272880.439 18.00 0.059
1774272880.541 18.00 0.059
1774272880.622 18.00 0.208
1774272880.723 18.00 0.208
1774272880.825 18.00 0.208
1774272880.906 18.00 0.208
1774272880.987 18.00 0.775
1774272881.088 18.00 0.775
1774272881.190 18.00 0.775
1774272881.271 18.00 0.775
1774272881.372 18.00 1.019
1774272881.473 18.00 1.019
1774272881.554 18.00 1.019
1774272881.636 18.00 1.019
1774272881.737 18.00 0.758
1774272881.838 18.00 0.758
1774272881.919 18.00 0.758
1774272882.020 18.00 0.974
1774272882.122 18.00 0.974
1774272882.203 18.00 0.974
1774272882.284 18.00 0.974
1774272882.365 18.00 0.974
1774272882.446 18.00 1.185
1774272882.527 18.00 1.185
1774272882.629 18.00 1.185
1774272882.710 18.00 1.185
1774272882.791 18.00 0.893
1774272882.893 18.00 0.893
1774272882.994 18.00 0.893
1774272883.075 18.00 0.893
1774272883.177 18.27 0.348
1774272883.278 18.00 0.348
1774272883.359 18.00 0.348
1774272883.440 18.00 0.348
1774272883.542 18.00 0.181
1774272883.643 18.00 0.181
1774272883.724 18.00 0.181
1774272883.825 18.00 0.448
1774272883.927 18.00 0.448
1774272884.008 18.00 0.448
1774272884.110 18.00 0.448
1774272884.211 18.00 0.422
1774272884.292 18.00 0.422
1774272884.394 18.00 0.422
1774272884.475 18.00 0.422
1774272884.576 18.00 0.633
1774272884.657 18.00 0.633
1774272884.758 18.00 0.633
1774272884.860 18.00 0.633
1774272884.941 18.00 0.613
1774272885.042 18.00 0.613
1774272885.123 18.00 0.613
1774272885.225 18.00 0.613
1774272885.306 18.00 0.771
1774272885.407 18.00 0.771
1774272885.509 18.00 0.771
1774272885.590 18.00 0.771
1774272885.671 18.00 0.747
1774272885.772 18.00 0.747
1774272885.874 18.00 0.747
1774272885.955 18.00 0.747
1774272886.056 18.00 0.976
1774272886.157 18.00 0.976
1774272886.239 18.00 0.976
1774272886.320 18.00 0.976
1774272886.421 18.00 0.918
1774272886.523 18.21 0.918
1774272886.624 18.21 0.918
1774272886.706  0.00 0.079
1774272886.807  0.00 0.000
1774272886.888  0.00 0.000
1774272886.990  0.00 0.000
1774272887.071  0.00 0.000
1774272887.173  0.00 0.000
1774272887.254  0.00 0.000
1774272887.355  0.00 0.000
1774272887.456  0.00 0.000
1774272887.538  0.00 0.000
1774272887.639  0.00 0.000
1774272887.720  0.00 0.000
1774272887.821  0.00 0.000
1774272887.903  0.00 0.000
1774272888.004  0.00 0.000
1774272888.105  0.00 0.000
1774272888.186  0.00 0.000
1774272888.287  0.00 0.000
1774272888.389  0.00 0.000
1774272888.470  0.00 0.000
1774272888.551  0.00 0.000
1774272888.652  0.00 0.000
1774272888.755  0.00 0.000
1774272888.840  0.00 0.000
1774272888.921  0.00 0.000
1774272889.003  0.00 0.000
1774272889.084  0.00 0.000
1774272889.185  0.00 0.000
1774272889.266  0.00 0.000
1774272889.367  0.00 0.000
1774272889.468  0.00 0.000
1774272889.549  0.00 0.000
1774272889.631  0.00 0.000
1774272889.732  0.00 0.000
1774272889.833  0.00 0.000
1774272889.914  0.00 0.000
1774272890.016  0.00 0.000
1774272890.117  0.00 0.000
1774272890.198  0.00 0.000
1774272890.279  0.00 0.000
1774272890.381  0.00 0.000
1774272890.482  0.00 0.000
1774272890.563  0.00 0.000
1774272890.665  0.00 0.000
1774272890.766  0.00 0.000
1774272890.847  0.00 0.000
1774272890.949  0.00 0.000
1774272891.030  0.00 0.000
1774272891.131  0.00 0.000
1774272891.212  0.00 0.000
1774272891.314  0.00 0.000
1774272891.415  0.00 0.000
1774272891.497  0.00 0.000
1774272891.598  0.00 0.000
1774272891.679  0.00 0.000
1774272891.780  0.00 0.000
1774272891.861  0.00 0.000
1774272891.963  0.00 0.000
1774272892.064  0.00 0.000
1774272892.146  0.00 0.000
1774272892.247  0.00 0.000
1774272892.328  0.00 0.000
1774272892.430  0.00 0.000
1774272892.511  0.00 0.000
1774272892.612  0.00 0.000
1774272892.713  0.00 0.000
1774272892.795  0.00 0.000
1774272892.896  0.00 0.000
1774272892.997  0.00 0.000
1774272893.079  0.00 0.000
1774272893.180  0.00 0.000
1774272893.261  0.00 0.000
1774272893.363  0.00 0.000
1774272893.444  0.00 0.000
1774272893.545  0.00 0.000
1774272893.647  0.00 0.000
1774272893.728  0.00 0.000
1774272893.829  0.00 0.000
1774272893.910  0.00 0.000
1774272894.011  0.00 0.000
1774272894.093  0.00 0.000
1774272894.194  0.00 0.000
1774272894.296  0.00 0.000
1774272894.377  0.00 0.000
1774272894.478  0.00 0.000
1774272894.559  0.00 0.000
1774272894.641  0.00 0.000
1774272894.722  0.00 0.000
1774272894.803  0.00 0.000
1774272894.884  0.00 0.000
1774272894.986  0.00 0.000
1774272895.087  0.00 0.000
1774272895.168  0.00 0.000
1774272895.270  0.00 0.000
1774272895.351  0.00 0.000
1774272895.452  0.00 0.000
1774272895.533  0.00 0.000
1774272895.635  0.00 0.000
1774272895.736  0.00 0.000
1774272895.817  0.00 0.000
1774272895.919  0.00 0.000
1774272896.000  0.00 0.000
1774272896.101  0.00 0.000
1774272896.182  0.00 0.000
1774272896.284  0.00 0.000
1774272896.385  0.00 0.000
1774272896.466  0.00 0.000
1774272896.567  0.00 0.000
1774272896.669  0.00 0.000
1774272896.750  0.00 0.000
1774272896.831  0.00 0.000
1774272896.933  0.00 0.000
1774272897.034  0.00 0.000
1774272897.115  0.00 0.000
1774272897.217  0.00 0.000
1774272897.318  0.00 0.000
1774272897.399  0.00 0.000
1774272897.480  0.00 0.000
1774272897.582  0.00 0.000
1774272897.683  0.00 0.000
1774272897.764  0.00 0.000
1774272897.866  0.00 0.000
1774272897.967  0.00 0.000
1774272898.048  0.00 0.000
1774272898.150  0.00 0.000
1774272898.231  0.00 0.000
1774272898.333  0.00 0.000
1774272898.414  0.00 0.000
1774272898.515  0.00 0.000
1774272898.617  0.00 0.000
1774272898.698  0.00 0.000
1774272898.799  0.00 0.000
1774272898.900  0.00 0.000
1774272898.982  0.00 0.000
1774272899.083  0.00 0.000
1774272899.164  0.00 0.000
1774272899.265  0.00 0.000
1774272899.347  0.00 0.000
1774272899.448  0.00 0.000
1774272899.549  0.00 0.000
1774272899.631  0.00 0.000
1774272899.712  0.00 0.000
1774272899.813  0.00 0.000
1774272899.915  0.00 0.000
1774272899.996  0.00 0.000
1774272900.098  0.00 0.000
1774272900.199  0.00 0.000
1774272900.280  0.00 0.000
1774272900.382  0.00 0.000
1774272900.483  0.00 0.000
1774272900.564  0.00 0.000
1774272900.666  0.00 0.000
1774272900.747  0.00 0.000
1774272900.848  0.00 0.000
1774272900.929  0.00 0.000
1774272901.031  0.00 0.000
1774272901.132  0.00 0.000
1774272901.213  0.00 0.000
1774272901.314  0.00 0.000
1774272901.396  0.00 0.000
1774272901.497  0.00 0.000
1774272901.578  0.00 0.000
1774272901.680  0.00 0.000
1774272901.781  0.00 0.000
1774272901.862  0.00 0.000
1774272901.964  0.00 0.000
1774272902.065  0.00 0.000
1774272902.146  0.00 0.000
1774272902.228  0.00 0.000
1774272902.329  0.00 0.000
1774272902.430  0.00 0.000
1774272902.511  0.00 0.000
1774272902.613  0.00 0.000
1774272902.714  0.00 0.000
1774272902.796  0.00 0.000
1774272902.897  0.00 0.000
1774272902.998  0.00 0.000
1774272903.079  0.00 0.000
1774272903.161  0.00 0.000
1774272903.262  0.00 0.000
1774272903.363  0.00 0.000
1774272903.444  0.00 0.000
1774272903.546  0.00 0.000
1774272903.627  0.00 0.000
1774272903.728  0.00 0.000
1774272903.809  0.00 0.000
1774272903.911  0.00 0.000
1774272904.012  0.00 0.000
1774272904.093  0.00 0.000
1774272904.195  0.00 0.000
1774272904.276  0.00 0.000
1774272904.377  0.00 0.000
1774272904.459  0.00 0.000
1774272904.560  0.00 0.000
1774272904.661  0.00 0.000
1774272904.742  0.00 0.000
1774272904.844  0.00 0.000
1774272904.945  0.00 0.000
1774272905.026  0.00 0.000
1774272905.128  0.00 0.000
1774272905.229  0.00 0.000
1774272905.310  0.00 0.000
1774272905.392  0.00 0.000
1774272905.493  0.00 0.000
1774272905.594  0.00 0.000
1774272905.675  0.00 0.000
1774272905.777  0.00 0.000
1774272905.878  0.00 0.000
1774272905.959  0.00 0.000
1774272906.040  0.00 0.000
1774272906.142  0.00 0.000
1774272906.243  0.00 0.000
1774272906.325  0.00 0.000
1774272906.426  0.00 0.000
1774272906.507  0.00 0.000
1774272906.609  0.00 0.000
1774272906.710  0.00 0.000
1774272906.811  0.00 0.000
1774272906.892  0.00 0.000
1774272906.974  0.00 0.000
1774272907.075  0.00 0.000
1774272907.176  0.00 0.000
1774272907.257  0.00 0.000
1774272907.359  0.00 0.000
1774272907.460  0.00 0.000
1774272907.541  0.00 0.000
1774272907.622  0.00 0.000
1774272907.723  0.00 0.000
1774272907.825  0.00 0.000
1774272907.906  0.00 0.000
1774272908.007  0.00 0.000
1774272908.109  0.00 0.000
1774272908.190  0.00 0.000
1774272908.271  0.00 0.000
1774272908.373  0.00 0.000
1774272908.474  0.00 0.000
1774272908.556  0.00 0.000
1774272908.657  0.00 0.000
1774272908.759  0.00 0.000
1774272908.840  0.00 0.000
1774272908.941  0.00 0.000
1774272909.022  0.00 0.000
1774272909.124  0.00 0.000
1774272909.205  0.00 0.000
1774272909.306  0.00 0.000
1774272909.408  0.00 0.000
1774272909.489  0.00 0.000
1774272909.591  0.00 0.000
1774272909.672  0.00 0.000
1774272909.774  0.00 0.000
1774272909.855  0.00 0.000
1774272909.956  0.00 0.000
1774272910.057  0.00 0.000
1774272910.139  0.00 0.000
1774272910.240  0.00 0.000
1774272910.341  0.00 0.000
1774272910.423  0.00 0.000
1774272910.524  0.00 0.000
1774272910.626  0.00 0.000
1774272910.707  0.00 0.000
1774272910.788  0.00 0.000
1774272910.889  0.00 0.000
1774272910.991  0.00 0.000
1774272911.072  0.00 0.000
1774272911.173  0.00 0.000
1774272911.275  0.00 0.000
1774272911.356  0.00 0.000
1774272911.437  0.00 0.000
1774272911.538  0.00 0.000
1774272911.640  0.00 0.000
1774272911.721  0.00 0.000
1774272911.822  0.00 0.000
1774272911.903  0.00 0.000
1774272912.005  0.00 0.000
1774272912.086  0.00 0.000
1774272912.167  0.00 0.000
1774272912.249  0.00 0.000
1774272912.330  0.00 0.000
1774272912.431  0.00 0.000
1774272912.512  0.00 0.000
1774272912.613  0.00 0.000
1774272912.695  0.00 0.000
1774272912.796  0.00 0.000
1774272912.877  0.00 0.000
1774272912.979  0.00 0.000
1774272913.080  0.00 0.000
1774272913.162  0.00 0.000
1774272913.263  0.00 0.000
1774272913.344  0.00 0.000
1774272913.446  0.00 0.000
1774272913.528  0.00 0.000
1774272913.629  0.00 0.000
1774272913.730  0.00 0.000
1774272913.812  0.00 0.000
1774272913.913  0.00 0.000
1774272914.014  0.00 0.000
1774272914.096  0.00 0.000
1774272914.197  0.00 0.000
1774272914.298  0.00 0.000
1774272914.380  0.00 0.000
1774272914.461  0.00 0.000
1774272914.562  0.00 0.000
1774272914.664  0.00 0.000
1774272914.745  0.00 0.000
1774272914.846  0.00 0.000
1774272914.948  0.00 0.000
1774272915.029  0.00 0.000
1774272915.110  0.00 0.000
