t,U,I,throttle0,throttle1,throttle2,throttle3
1774272865.657,18.00,0.097,0,0,0,0
1774272865.738,18.00,0.097,0,0,0,0
1774272865.819,18.00,0.055,0,0,0,0
1774272865.900,18.00,0.055,0,0,0,0
1774272865.981,18.00,0.055,6,0,0,0
1774272866.063,18.00,0.055,8,0,0,0
1774272866.144,18.00,0.055,8,0,0,0
1774272866.225,18.00,0.055,10,0,0,0
1774272866.306,18.00,0.055,11,0,0,0
1774272866.387,18.00,0.480,11,0,0,0
1774272866.468,18.00,0.480,11,0,0,0
1774272866.550,18.00,0.480,11,0,0,0
1774272866.631,18.00,0.480,13,0,0,0
1774272866.712,18.00,0.333,15,0,0,0
1774272866.793,18.00,0.333,15,0,0,0
1774272866.874,18.00,0.333,15,0,0,0
1774272866.955,18.00,0.371,46,0,0,0
1774272867.036,18.00,0.371,46,0,0,0
1774272867.118,18.00,0.371,48,0,0,0
1774272867.199,18.00,0.371,48,0,0,0
1774272867.280,18.00,0.623,60,0,0,0
1774272867.361,18.00,0.623,63,0,0,0
1774272867.443,18.00,0.623,63,0,0,0
1774272867.524,18.00,0.798,65,0,0,0
1774272867.605,18.00,0.798,67,0,0,0
1774272867.686,18.00,0.798,67,0,0,0
1774272867.767,18.00,0.798,69,0,0,0
1774272867.848,18.00,0.734,69,0,0,0
1774272867.929,18.00,0.734,70,0,0,0
1774272868.010,18.00,0.734,70,0,0,0
1774272868.092,18.00,0.734,70,0,0,0
1774272868.173,18.00,0.661,70,0,0,0
1774272868.274,18.00,0.661,72,0,0,0
1774272868.355,18.00,0.661,72,0,0,0
1774272868.436,18.00,0.771,72,0,0,0
1774272868.538,18.00,0.771,74,0,0,0
1774272868.619,18.00,0.771,77,0,0,0
1774272868.700,18.00,0.771,81,0,0,0
1774272868.781,18.00,0.753,82,0,0,0
1774272868.862,18.00,0.753,86,0,0,0
1774272868.943,18.00,0.753,86,0,0,0
1774272869.027,18.00,0.753,86,0,0,0
1774272869.108,18.00,0.890,86,0,0,0
1774272869.190,18.00,0.890,93,0,0,0
1774272869.271,18.00,0.890,95,0,0,0
1774272869.352,18.00,0.890,95,0,0,0
1774272869.433,18.00,0.968,96,0,0,0
1774272869.515,18.00,0.968,98,0,0,0
1774272869.596,18.00,0.968,98,0,0,0
1774272869.677,18.00,0.968,98,0,0,0
1774272869.758,18.00,1.027,98,0,0,0
1774272869.839,18.00,1.027,98,0,0,0
1774272869.920,18.00,1.027,98,0,0,0
1774272870.001,18.00,1.027,98,0,0,0
1774272870.082,18.00,0.900,98,0,0,0
1774272870.183,18.00,0.900,98,0,0,0
1774272870.269,18.00,0.900,98,0,0,0
1774272870.350,18.00,0.880,98,0,0,0
1774272870.432,18.00,0.880,98,0,0,0
1774272870.513,18.00,0.880,98,0,0,0
1774272870.614,18.00,0.880,98,0,0,0
1774272870.695,18.00,0.880,98,0,0,0
1774272870.777,18.00,0.880,98,0,0,0
1774272870.858,18.00,0.880,98,0,0,0
1774272870.939,18.00,0.880,98,0,0,0
1774272871.020,18.00,0.880,98,0,0,0
1774272871.101,18.00,0.880,98,0,0,0
1774272871.182,18.00,0.880,98,0,0,0
1774272871.263,18.00,0.880,98,0,0,0
1774272871.344,18.00,0.862,98,0,0,0
1774272871.425,18.00,0.862,98,0,0,0
1774272871.507,18.00,0.862,96,0,0,0
1774272871.588,18.00,0.862,96,0,0,0
1774272871.669,18.00,0.862,96,0,0,0
1774272871.770,18.00,0.724,95,0,0,0
1774272871.851,18.00,0.724,95,0,0,0
1774272871.932,18.00,0.724,95,0,0,0
1774272872.013,18.00,0.839,95,0,0,0
1774272872.115,18.00,0.839,95,0,0,0
1774272872.216,18.00,0.839,95,0,0,0
1774272872.297,18.00,0.839,95,0,0,0
1774272872.378,18.00,0.837,93,0,0,0
1774272872.460,18.00,0.837,93,0,0,0
1774272872.561,18.00,0.837,93,0,0,0
1774272872.642,18.00,0.837,93,0,0,0
1774272872.723,18.00,0.832,91,0,0,0
1774272872.804,18.00,0.832,91,0,0,0
1774272872.905,18.00,0.832,91,0,0,0
1774272873.007,18.00,0.832,91,0,0,0
1774272873.088,18.00,0.752,91,0,0,0
1774272873.189,18.00,0.752,89,0,0,0
1774272873.270,18.00,0.752,89,0,0,0
1774272873.351,18.00,0.752,89,0,0,0
1774272873.433,18.00,0.823,89,0,0,0
1774272873.535,18.00,0.823,88,0,0,0
1774272873.636,18.00,0.823,88,0,0,0
1774272873.717,18.00,0.823,88,0,0,0
1774272873.839,18.00,0.827,86,0,0,0
1774272873.920,18.00,0.827,86,0,0,0
1774272874.021,18.00,0.827,86,0,0,0
1774272874.102,18.00,0.610,86,0,0,0
1774272874.203,18.00,0.610,86,0,0,0
1774272874.304,18.00,0.610,86,0,0,0
1774272874.385,18.00,0.610,86,0,0,0
1774272874.487,18.00,0.684,86,0,0,0
1774272874.572,18.00,0.684,86,0,0,0
1774272874.653,18.00,0.684,86,0,0,0
1774272874.735,18.00,0.684,75,0,0,0
1774272874.816,18.00,0.663,74,0,0,0
1774272874.917,18.00,0.663,74,0,0,0
1774272874.998,18.00,0.663,74,0,0,0
1774272875.099,18.00,0.663,74,0,0,0
1774272875.181,18.00,0.546,74,0,0,0
1774272875.282,18.00,0.546,72,0,0,0
1774272875.363,18.00,0.546,67,0,0,0
1774272875.464,18.00,0.546,65,0,0,0
1774272875.565,18.00,0.615,63,0,0,0
1774272875.646,18.00,0.615,63,0,0,0
1774272875.748,18.00,0.615,62,0,0,0
1774272875.832,18.00,0.615,60,0,0,0
1774272875.913,18.00,0.587,58,0,0,0
1774272875.994,18.00,0.587,58,0,0,0
1774272876.076,18.00,0.587,58,0,0,0
1774272876.157,18.00,0.587,55,0,0,0
1774272876.258,18.00,0.439,55,0,0,0
1774272876.359,18.00,0.439,53,0,0,0
1774272876.440,18.00,0.439,51,0,0,0
1774272876.522,18.00,0.439,51,0,0,0
1774272876.623,18.00,0.496,51,0,0,0
1774272876.724,18.00,0.496,49,0,0,0
1774272876.806,18.00,0.496,49,0,0,0
1774272876.907,18.00,0.496,48,0,0,0
1774272876.988,18.00,0.478,48,0,0,0
1774272877.094,18.00,0.478,48,0,0,0
1774272877.195,18.00,0.478,48,0,0,0
1774272877.296,18.00,0.478,48,0,0,0
1774272877.377,18.00,0.384,48,0,0,0
1774272877.479,18.00,0.384,43,0,0,0
1774272877.580,18.00,0.384,41,0,0,0
1774272877.661,18.00,0.384,39,0,0,0
1774272877.742,18.00,0.397,39,0,0,0
1774272877.843,18.00,0.397,32,0,0,0
1774272877.945,18.00,0.397,32,0,0,0
1774272878.026,18.00,0.397,30,0,0,0
1774272878.107,18.00,0.295,30,0,0,0
1774272878.208,18.00,0.295,23,0,0,0
1774272878.309,18.00,0.295,23,0,0,0
1774272878.390,18.00,0.295,23,0,0,0
1774272878.492,18.00,0.272,20,0,0,0
1774272878.593,18.00,0.272,18,0,0,0
1774272878.674,18.00,0.272,18,0,0,0
1774272878.755,18.00,0.272,16,0,0,0
1774272878.857,18.00,0.139,11,0,0,0
1774272878.958,18.00,0.139,6,0,0,0
1774272879.039,18.00,0.139,6,0,0,0
1774272879.140,18.00,0.076,6,0,0,0
1774272879.241,18.00,0.076,6,0,0,0
1774272879.323,18.00,0.076,6,0,0,0
1774272879.424,18.00,0.076,4,0,0,0
1774272879.505,18.00,0.058,4,0,0,0
1774272879.606,18.00,0.058,4,0,0,0
1774272879.687,18.00,0.058,4,0,0,0
1774272879.789,18.00,0.058,4,0,0,0
1774272879.890,18.00,0.055,4,0,0,0
1774272879.974,18.00,0.055,0,0,0,0
1774272880.075,18.00,0.055,0,0,0,0
1774272880.176,18.00,0.055,6,0,0,0
1774272880.257,18.00,0.059,8,0,0,0
1774272880.358,18.00,0.059,13,0,0,0
1774272880.439,18.00,0.059,18,0,0,0
1774272880.541,18.00,0.059,23,0,0,0
1774272880.622,18.00,0.208,30,0,0,0
1774272880.723,18.00,0.208,41,0,0,0
1774272880.825,18.00,0.208,46,0,0,0
1774272880.906,18.00,0.208,53,0,0,0
1774272880.987,18.00,0.775,58,0,0,0
1774272881.088,18.00,0.775,58,0,0,0
1774272881.190,18.00,0.775,58,0,0,0
1774272881.271,18.00,0.775,72,0,0,0
1774272881.372,18.00,1.019,74,0,0,0
1774272881.473,18.00,1.019,79,0,0,0
1774272881.554,18.00,1.019,81,0,0,0
1774272881.636,18.00,1.019,82,0,0,0
1774272881.737,18.00,0.758,84,0,0,0
1774272881.838,18.00,0.758,89,0,0,0
1774272881.919,18.00,0.758,91,0,0,0
1774272882.020,18.00,0.974,93,0,0,0
1774272882.122,18.00,0.974,96,0,0,0
1774272882.203,18.00,0.974,100,0,0,0
1774272882.284,18.00,0.974,101,0,0,0
1774272882.365,18.00,0.974,103,0,0,0
1774272882.446,18.00,1.185,105,0,0,0
1774272882.527,18.00,1.185,105,0,0,0
1774272882.629,18.00,1.185,105,0,0,0
1774272882.710,18.00,1.185,105,0,0,0
1774272882.791,18.00,0.893,103,0,0,0
1774272882.893,18.00,0.893,96,0,0,0
1774272882.994,18.00,0.893,89,0,0,0
1774272883.075,18.00,0.893,89,0,0,0
1774272883.177,18.27,0.348,62,0,0,0
1774272883.278,18.00,0.348,53,0,0,0
1774272883.359,18.00,0.348,46,0,0,0
1774272883.440,18.00,0.348,46,0,0,0
1774272883.542,18.00,0.181,44,0,0,0
1774272883.643,18.00,0.181,44,0,0,0
1774272883.724,18.00,0.181,44,0,0,0
1774272883.825,18.00,0.448,44,0,0,0
1774272883.927,18.00,0.448,44,0,0,0
1774272884.008,18.00,0.448,44,0,0,0
1774272884.110,18.00,0.448,44,0,0,0
1774272884.211,18.00,0.422,44,0,0,0
1774272884.292,18.00,0.422,49,0,0,0
1774272884.394,18.00,0.422,53,0,0,0
1774272884.475,18.00,0.422,55,0,0,0
1774272884.576,18.00,0.633,56,0,0,0
1774272884.657,18.00,0.633,56,0,0,0
1774272884.758,18.00,0.633,58,0,0,0
1774272884.860,18.00,0.633,63,0,0,0
1774272884.941,18.00,0.613,63,0,0,0
1774272885.042,18.00,0.613,65,0,0,0
1774272885.123,18.00,0.613,65,0,0,0
1774272885.225,18.00,0.613,65,0,0,0
1774272885.306,18.00,0.771,65,0,0,0
1774272885.407,18.00,0.771,65,0,0,0
1774272885.509,18.00,0.771,65,0,0,0
1774272885.590,18.00,0.771,65,0,0,0
1774272885.671,18.00,0.747,82,0,0,0
1774272885.772,18.00,0.747,88,0,0,0
1774272885.874,18.00,0.747,93,0,0,0
1774272885.955,18.00,0.747,98,0,0,0
1774272886.056,18.00,0.976,100,0,0,0
1774272886.157,18.00,0.976,100,0,0,0
1774272886.239,18.00,0.976,100,0,0,0
1774272886.320,18.00,0.976,84,0,0,0
1774272886.421,18.00,0.918,37,0,0,0
1774272886.523,18.21,0.918,10,0,0,0
1774272886.624,18.21,0.918,0,0,0,0
