1774272863.794|3|0|0|0
1774272864.288|4|0|0|0
1774272864.326|6|0|0|0
1774272864.350|8|0|0|0
1774272864.382|10|0|0|0
1774272864.413|11|0|0|0
1774272864.733|10|0|0|0
1774272864.741|4|0|0|0
1774272864.749|0|0|0|0
1774272865.947|1|0|0|0
1774272865.955|3|0|0|0
1774272865.971|4|0|0|0
1774272865.978|6|0|0|0
1774272865.994|8|0|0|0
1774272866.2|10|0|0|0
1774272866.25|11|0|0|0
1774272866.56|13|0|0|0
1774272866.64|15|0|0|0
1774272866.95|16|0|0|0
1774272866.134|18|0|0|0
1774272866.173|20|0|0|0
1774272866.181|22|0|0|0
1774272866.227|23|0|0|0
1774272866.406|25|0|0|0
1774272866.514|27|0|0|0
1774272866.591|29|0|0|0
1774272866.630|30|0|0|0
1774272866.637|32|0|0|0
1774272866.684|34|0|0|0
1774272866.715|36|0|0|0
1774272866.792|37|0|0|0
1774272866.846|39|0|0|0
1774272866.870|41|0|0|0
1774272866.924|43|0|0|0
1774272866.947|44|0|0|0
1774272866.955|46|0|0|0
1774272867.1|48|0|0|0
1774272867.32|49|0|0|0
1774272867.63|51|0|0|0
1774272867.94|53|0|0|0
1774272867.102|55|0|0|0
1774272867.202|56|0|0|0
1774272867.233|58|0|0|0
1774272867.280|60|0|0|0
1774272867.326|62|0|0|0
1774272867.357|63|0|0|0
1774272867.504|65|0|0|0
1774272867.543|67|0|0|0
1774272867.706|69|0|0|0
1774272867.908|70|0|0|0
1774272868.204|72|0|0|0
1774272868.461|74|0|0|0
1774272868.577|75|0|0|0
1774272868.608|77|0|0|0
1774272868.631|79|0|0|0
1774272868.662|81|0|0|0
1774272868.747|82|0|0|0
1774272868.801|84|0|0|0
1774272868.817|86|0|0|0
1774272869.2|88|0|0|0
1774272869.126|89|0|0|0
1774272869.157|91|0|0|0
1774272869.188|93|0|0|0
1774272869.219|95|0|0|0
1774272869.358|96|0|0|0
1774272869.443|98|0|0|0
1774272871.446|96|0|0|0
1774272871.700|95|0|0|0
1774272872.328|93|0|0|0
1774272872.707|91|0|0|0
1774272873.110|89|0|0|0
1774272873.442|88|0|0|0
1774272873.791|86|0|0|0
1774272874.69|84|0|0|0
1774272874.161|82|0|0|0
1774272874.239|81|0|0|0
1774272874.447|79|0|0|0
