t,U,I,throttle0,throttle1,throttle2,throttle3
1774247811.320,18.00,0.055,1,0,0,0
1774247811.401,18.00,0.055,1,0,0,0
1774247811.483,18.00,0.055,1,0,0,0
1774247811.564,18.00,0.055,1,0,0,0
1774247811.645,18.00,0.055,1,0,0,0
1774247811.747,18.00,0.055,1,0,0,0
1774247811.829,18.00,0.055,1,0,0,0
1774247811.910,18.00,0.055,1,0,0,0
1774247812.035,18.00,0.055,1,0,0,0
1774247812.116,18.00,0.055,1,0,0,0
1774247812.200,18.00,0.055,1,0,0,0
1774247812.281,18.00,0.053,1,0,0,0
1774247812.363,18.00,0.053,1,0,0,0
1774247812.444,18.00,0.053,1,0,0,0
1774247812.545,18.00,0.053,1,0,0,0
1774247812.626,18.00,0.055,1,0,0,0
1774247812.728,18.00,0.055,1,0,0,0
1774247812.832,18.00,0.055,1,0,0,0
1774247812.914,18.00,0.055,1,0,0,0
1774247813.016,18.00,0.053,1,0,0,0
1774247813.118,18.00,0.053,1,0,0,0
1774247813.200,18.00,0.053,1,0,0,0
1774247813.302,18.00,0.053,1,0,0,0
1774247813.404,18.00,0.055,1,0,0,0
1774247813.486,18.00,0.055,1,0,0,0
1774247813.587,18.00,0.055,1,0,0,0
1774247813.669,18.00,0.053,1,0,0,0
1774247813.770,18.00,0.053,1,0,0,0
1774247813.851,18.00,0.053,1,0,0,0
1774247813.955,18.00,0.053,1,0,0,0
1774247814.047,18.00,0.055,1,0,0,0
1774247814.129,18.00,0.055,1,0,0,0
1774247814.211,18.00,0.055,1,0,0,0
1774247814.313,18.00,0.055,1,0,0,0
1774247814.414,18.00,0.055,1,0,0,0
1774247814.498,18.00,0.055,1,0,0,0
1774247814.602,18.00,0.055,1,0,0,0
1774247814.703,18.00,0.055,1,0,0,0
1774247814.785,18.00,0.055,1,0,0,0
1774247814.886,18.00,0.055,1,0,0,0
1774247814.969,18.00,0.055,1,0,0,0
1774247815.050,18.00,0.055,1,0,0,0
1774247815.131,18.00,0.055,1,0,0,0
1774247815.213,18.00,0.055,3,0,0,0
1774247815.296,18.00,0.055,13,0,0,0
1774247815.397,18.00,0.055,18,0,0,0
1774247815.499,18.00,0.094,18,0,0,0
1774247815.580,18.00,0.094,18,0,0,0
1774247815.682,18.00,0.094,18,0,0,0
1774247815.763,18.00,0.094,18,0,0,0
1774247815.865,18.00,0.102,18,0,0,0
1774247815.946,18.00,0.102,18,0,0,0
1774247816.047,18.00,0.102,15,0,0,0
1774247816.149,18.00,0.102,6,0,0,0
1774247816.231,18.00,0.055,3,0,0,0
1774247816.332,18.00,0.055,3,0,0,0
1774247816.433,18.00,0.055,3,0,0,0
1774247816.515,18.00,0.055,3,0,0,0
1774247816.616,18.00,0.053,3,0,0,0
1774247816.717,18.00,0.053,3,0,0,0
1774247816.799,18.00,0.053,3,0,0,0
1774247816.880,18.00,0.053,1,0,0,0
1774247816.982,18.00,0.055,0,0,0,0
1774247817.083,18.00,0.055,0,0,0,0
1774247817.164,18.00,0.055,0,0,0,0
1774247817.266,18.00,0.157,0,0,0,0
1774247817.367,18.00,0.157,0,0,0,0
1774247817.448,18.00,0.157,0,0,0,0
1774247817.530,18.00,0.157,0,0,0,0
1774247817.631,18.00,0.089,0,0,0,0
1774247817.737,18.00,0.089,0,0,0,0
1774247817.839,18.00,0.089,3,0,0,0
1774247817.940,18.00,0.089,8,0,0,0
1774247818.021,18.00,0.114,10,0,0,0
1774247818.103,18.00,0.114,10,0,0,0
1774247818.205,18.00,0.114,10,0,0,0
1774247818.307,18.00,0.114,10,0,0,0
1774247818.388,18.00,0.186,10,0,0,0
1774247818.490,18.00,0.186,10,0,0,0
1774247818.592,18.00,0.186,10,0,0,0
1774247818.673,18.00,0.186,15,0,0,0
1774247818.774,18.00,0.168,16,0,0,0
1774247818.876,18.00,0.168,16,0,0,0
1774247818.958,18.00,0.168,18,0,0,0
1774247819.039,18.00,0.168,18,0,0,0
1774247819.141,18.00,0.221,18,0,0,0
1774247819.242,18.00,0.221,20,0,0,0
1774247819.323,18.00,0.221,20,0,0,0
1774247819.425,18.00,0.216,22,0,0,0
1774247819.527,18.00,0.216,23,0,0,0
1774247819.611,18.00,0.216,25,0,0,0
1774247819.712,18.00,0.216,25,0,0,0
1774247819.795,18.00,0.298,25,0,0,0
1774247819.899,18.00,0.298,25,0,0,0
1774247820.001,18.00,0.298,27,0,0,0
1774247820.104,18.00,0.298,27,0,0,0
1774247820.186,18.00,0.312,29,0,0,0
1774247820.290,18.00,0.312,29,0,0,0
1774247820.392,18.00,0.312,29,0,0,0
1774247820.474,18.00,0.312,30,0,0,0
1774247820.579,18.00,0.297,32,0,0,0
1774247820.682,18.00,0.297,34,0,0,0
1774247820.765,18.00,0.297,37,0,0,0
1774247820.848,18.00,0.297,37,0,0,0
1774247820.931,18.00,0.425,39,0,0,0
1774247821.034,18.00,0.425,41,0,0,0
1774247821.118,18.00,0.425,41,0,0,0
1774247821.220,18.00,0.425,41,0,0,0
1774247821.323,18.00,0.506,51,0,0,0
1774247821.406,18.00,0.506,55,0,0,0
1774247821.508,18.00,0.506,58,0,0,0
1774247821.591,18.00,0.687,63,0,0,0
1774247821.693,18.00,0.687,67,0,0,0
1774247821.796,18.00,0.687,67,0,0,0
1774247821.901,18.00,0.687,69,0,0,0
1774247821.983,18.00,0.846,69,0,0,0
1774247822.087,18.00,0.846,69,0,0,0
1774247822.193,18.00,0.846,81,0,0,0
1774247822.280,18.00,0.846,88,0,0,0
1774247822.363,18.00,1.035,91,0,0,0
1774247822.448,18.00,1.035,96,0,0,0
1774247822.537,18.00,1.035,108,0,0,0
1774247822.622,18.00,1.035,114,0,0,0
1774247822.705,18.00,1.376,112,0,0,0
1774247822.814,18.00,1.376,100,0,0,0
1774247822.900,18.00,1.376,95,0,0,0
1774247822.984,18.00,1.376,89,0,0,0
1774247823.068,18.00,0.676,88,0,0,0
1774247823.172,18.00,0.676,77,0,0,0
1774247823.255,18.00,0.676,70,0,0,0
1774247823.339,18.00,0.676,62,0,0,0
1774247823.423,18.00,0.219,58,0,0,0
1774247823.530,18.00,0.219,55,0,0,0
1774247823.633,18.00,0.219,53,0,0,0
1774247823.716,18.00,0.219,53,0,0,0
1774247823.819,18.00,0.486,56,0,0,0
1774247823.904,18.00,0.486,74,0,0,0
1774247823.992,17.74,0.486,112,0,0,0
1774247824.073,18.00,2.385,117,0,0,0
1774247824.158,18.67,3.891,136,0,0,0
1774247824.244,35.85,1.642,32,0,0,0
1774247824.329,30.38,0.000,0,0,0,0
1774247824.411,24.05,0.000,0,0,0,0
1774247824.495,18.37,0.000,0,0,0,0
1774247824.576,18.00,0.099,0,0,0,0
1774247824.660,18.00,0.045,0,0,0,0
1774247824.761,18.00,0.050,0,0,0,0
1774247824.854,18.00,0.051,0,0,0,0
1774247824.941,18.00,0.051,0,0,0,0
1774247825.027,18.00,0.051,0,0,0,0
1774247825.109,18.00,0.053,0,0,0,0
1774247825.191,18.00,0.053,0,0,0,0
1774247825.272,18.00,0.050,0,0,0,0
1774247825.353,18.00,0.084,0,0,0,0
1774247825.435,18.00,0.084,0,0,0,0
1774247825.516,18.00,0.325,0,0,0,0
1774247825.597,18.00,0.277,0,0,0,0
1774247825.682,18.00,0.277,0,0,0,0
1774247825.763,18.00,0.308,0,0,0,0
1774247825.847,18.00,0.427,0,0,0,0
1774247825.930,18.00,0.427,0,0,0,0
1774247826.011,18.00,0.135,0,0,0,0
1774247826.093,18.00,0.053,0,0,0,0
1774247826.176,18.00,0.053,0,0,0,0
1774247826.258,18.00,0.055,0,0,0,0
1774247826.340,18.00,0.053,0,0,0,0
1774247826.421,18.00,0.053,0,0,0,0
1774247826.504,18.00,0.055,0,0,0,0
1774247826.587,18.00,0.055,0,0,0,0
1774247826.671,18.00,0.053,0,0,0,0
1774247826.753,18.00,0.055,0,0,0,0
1774247826.834,18.00,0.055,0,0,0,0
1774247826.917,18.00,0.053,0,0,0,0
1774247827.002,18.00,0.053,0,0,0,0
1774247827.087,18.00,0.055,0,0,0,0
1774247827.169,18.00,0.055,0,0,0,0
1774247827.252,18.00,0.055,0,0,0,0
1774247827.334,18.00,0.053,0,0,0,0
1774247827.416,18.00,0.053,0,0,0,0
1774247827.499,18.00,0.055,0,0,0,0
1774247827.583,18.00,0.055,0,0,0,0
1774247827.666,18.00,0.053,0,0,0,0
1774247827.748,18.00,0.053,0,0,0,0
1774247827.832,18.00,0.053,0,0,0,0
1774247827.918,18.00,0.053,0,0,0,0
1774247828.006,18.00,0.056,0,0,0,0
1774247828.092,18.00,0.056,0,0,0,0
1774247828.177,18.00,0.055,0,0,0,0
1774247828.262,18.00,0.055,0,0,0,0
1774247828.344,18.00,0.056,0,0,0,0
1774247828.425,18.00,0.056,0,0,0,0
1774247828.506,18.00,0.056,0,0,0,0
1774247828.588,18.00,0.056,0,0,0,0
1774247828.669,18.00,0.055,0,0,0,0
1774247828.751,18.00,0.055,0,0,0,0
1774247828.832,18.00,0.055,0,0,0,0
1774247828.914,18.00,0.055,0,0,0,0
1774247828.995,18.00,0.055,0,0,0,0
1774247829.076,18.00,0.053,0,0,0,0
1774247829.158,18.00,0.053,0,0,0,0
1774247829.240,18.00,0.056,0,0,0,0
1774247829.324,18.00,0.056,0,0,0,0
1774247829.412,18.00,0.055,0,0,0,0
1774247829.493,18.00,0.055,0,0,0,0
1774247829.574,18.00,0.053,0,0,0,0
1774247829.656,18.00,0.053,0,0,0,0
1774247829.737,18.00,0.053,0,0,0,0
1774247829.818,18.00,0.053,0,0,0,0
1774247829.899,18.00,0.053,0,0,0,0
1774247829.981,18.00,0.055,0,0,0,0
1774247830.062,18.00,0.055,0,0,0,0
1774247830.146,18.00,0.055,0,0,0,0
1774247830.227,18.00,0.055,0,0,0,0
1774247830.308,18.00,0.055,0,0,0,0
1774247830.389,18.00,0.053,0,0,0,0
1774247830.471,18.00,0.053,0,0,0,0
1774247830.552,18.00,0.053,0,0,0,0
1774247830.634,18.00,0.053,0,0,0,0
1774247830.715,18.00,0.053,0,0,0,0
1774247830.796,18.00,0.053,0,0,0,0
1774247830.878,18.00,0.053,0,0,0,0
1774247830.959,18.00,0.053,0,0,0,0
1774247831.043,18.00,0.055,0,0,0,0
1774247831.124,18.00,0.055,0,0,0,0
1774247831.205,18.00,0.055,0,0,0,0
1774247831.286,18.00,0.055,0,0,0,0
1774247831.368,18.00,0.055,0,0,0,0
1774247831.450,18.00,0.055,0,0,0,0
1774247831.531,18.00,0.055,0,0,0,0
1774247831.612,18.00,0.055,0,0,0,0
1774247831.693,18.00,0.055,0,0,0,0
1774247831.775,18.00,0.055,0,0,0,0
1774247831.856,18.00,0.055,0,0,0,0
1774247831.937,18.00,0.053,0,0,0,0
1774247832.021,18.00,0.053,0,0,0,0
1774247832.106,18.00,0.055,0,0,0,0
1774247832.188,18.00,0.055,0,0,0,0
1774247832.270,18.00,0.055,0,0,0,0
1774247832.351,18.00,0.053,0,0,0,0
1774247832.432,18.00,0.053,0,0,0,0
1774247832.513,18.00,0.053,0,0,0,0
1774247832.636,18.00,0.055,0,0,0,0
1774247832.744,18.00,0.055,0,0,0,0
1774247832.840,18.00,0.053,0,0,0,0
1774247832.928,18.00,0.053,0,0,0,0
1774247833.014,18.00,0.053,0,0,0,0
1774247833.102,18.00,0.053,0,0,0,0
1774247833.190,18.00,0.053,0,0,0,0
1774247833.259,18.00,0.053,0,0,0,0
1774247833.333,18.00,0.053,0,0,0,0
1774247833.402,18.00,0.053,0,0,0,0
1774247833.491,18.00,0.053,0,0,0,0
1774247833.562,18.00,0.053,0,0,0,0
1774247833.654,18.00,0.053,0,0,0,0
1774247833.743,18.00,0.053,0,0,0,0
1774247833.831,18.00,0.053,0,0,0,0
1774247833.899,18.00,0.053,0,0,0,0
1774247833.986,18.00,0.053,0,0,0,0
1774247834.059,18.00,0.053,0,0,0,0
1774247834.146,18.00,0.053,0,0,0,0
1774247834.234,18.00,0.053,0,0,0,0
1774247834.322,18.00,0.053,0,0,0,0
1774247834.411,18.00,0.053,0,0,0,0
1774247834.482,18.00,0.053,0,0,0,0
1774247834.574,18.00,0.053,0,0,0,0
1774247834.646,18.00,0.053,0,0,0,0
1774247834.721,18.00,0.053,0,0,0,0
