# Device: RND 320-KA3005P V2.0
# Vmax: 18.00
# Imax: 5.000
# Timestamp[s] Voltage[V] Current[A]
1774273019.212 18.00 0.117
1774273019.313 18.00 0.275
1774273019.394 18.00 0.275
1774273019.496 18.00 0.275
1774273019.597 18.00 0.275
1774273019.678 18.00 0.144
1774273019.780 18.00 0.144
1774273019.881 18.00 0.144
1774273019.962 18.00 0.144
1774273020.044 18.00 0.056
1774273020.145 18.00 0.056
1774273020.246 18.00 0.056
1774273020.328 18.00 0.056
1774273020.409 18.00 0.228
1774273020.510 18.00 0.228
1774273020.612 18.00 0.228
1774273020.693 18.00 0.228
1774273020.794 18.00 0.096
1774273020.896 18.00 0.096
1774273020.977 18.00 0.096
1774273021.078 18.00 0.137
1774273021.180 18.00 0.137
1774273021.261 18.00 0.137
1774273021.362 18.00 0.137
1774273021.443 18.00 0.076
1774273021.545 18.00 0.076
1774273021.626 18.00 0.076
1774273021.727 18.00 0.076
1774273021.829 18.00 0.053
1774273021.910 18.00 0.053
1774273022.011 18.00 0.053
1774273022.092 18.00 0.053
1774273022.194 18.00 0.055
1774273022.275 18.00 0.055
1774273022.376 18.00 0.055
1774273022.478 18.00 0.055
1774273022.559 18.00 0.055
1774273022.640 18.00 0.055
1774273022.741 18.00 0.055
1774273022.842 18.00 0.055
1774273022.924 18.00 0.186
1774273023.025 18.00 0.186
1774273023.127 18.00 0.186
1774273023.208 18.00 0.186
1774273023.310 18.00 0.422
1774273023.411 18.00 0.422
1774273023.492 18.00 0.422
1774273023.573 18.00 0.422
1774273023.675 18.00 0.730
1774273023.776 18.00 0.730
1774273023.857 18.00 0.730
1774273023.959 18.00 0.730
1774273024.060 18.00 0.763
1774273024.141 18.00 0.763
1774273024.222 18.00 0.763
1774273024.323 18.00 1.094
1774273024.425 18.00 1.094
1774273024.506 18.00 1.094
1774273024.607 18.00 1.094
1774273024.688 18.00 1.294
1774273024.790 18.00 1.294
1774273024.871 18.00 1.294
1774273024.973 18.00 1.294
1774273025.074 18.00 1.253
1774273025.155 18.00 1.253
1774273025.257 18.00 1.253
1774273025.358 18.00 1.253
1774273025.439 18.00 1.019
1774273025.541 18.00 1.019
1774273025.642 18.00 1.019
1774273025.723 18.00 1.019
1774273025.804 18.00 1.075
1774273025.905 18.00 1.075
1774273026.007 18.00 1.075
1774273026.088 18.00 1.075
1774273026.189 18.00 0.684
1774273026.291 18.00 0.684
1774273026.372 18.00 0.684
1774273026.453 18.00 0.684
1774273026.554 18.00 0.597
1774273026.655 18.00 0.597
1774273026.736 18.00 0.597
1774273026.838 18.00 0.523
1774273026.939 18.00 0.523
1774273027.020 18.00 0.523
1774273027.101 18.00 0.523
1774273027.203 18.00 0.452
1774273027.304 18.00 0.452
1774273027.385 18.00 0.452
1774273027.487 18.00 0.452
1774273027.568 18.00 0.251
1774273027.669 18.00 0.251
1774273027.750 18.00 0.251
1774273027.851 18.00 0.251
1774273027.953 18.00 0.188
1774273028.034 18.00 0.188
1774273028.135 18.00 0.188
1774273028.236 18.00 0.188
1774273028.317 18.00 0.101
1774273028.419 18.00 0.101
1774273028.520 18.00 0.101
1774273028.601 18.00 0.101
1774273028.682 18.00 0.180
1774273028.783 18.00 0.180
1774273028.885 18.00 0.180
1774273028.966 18.00 0.180
1774273029.067 18.00 0.394
1774273029.168 18.00 0.394
1774273029.250 18.00 0.394
1774273029.331 18.00 0.394
1774273029.433 18.00 0.163
1774273029.534 18.00 0.163
1774273029.615 18.00 0.163
1774273029.716 18.00 0.336
1774273029.818 18.00 0.336
1774273029.899 18.00 0.336
1774273029.980 18.00 0.336
1774273030.081 18.00 0.514
1774273030.182 18.00 0.514
1774273030.263 18.00 0.514
1774273030.365 18.00 0.514
1774273030.446 18.00 0.852
1774273030.551 18.00 0.852
1774273030.652 18.00 0.852
1774273030.733 18.00 0.852
1774273030.834 18.00 0.982
1774273030.916 18.00 0.982
1774273031.017 18.00 0.982
1774273031.118 18.00 0.982
1774273031.199 18.00 1.122
1774273031.301 18.00 1.122
1774273031.382 18.00 1.122
1774273031.483 18.00 1.122
1774273031.564 18.00 1.444
1774273031.666 18.00 1.444
1774273031.767 18.00 1.444
1774273031.848 18.00 1.444
1774273031.950 18.00 1.175
1774273032.051 18.00 1.175
1774273032.132 18.00 1.175
1774273032.213 18.00 1.175
1774273032.315 18.00 0.554
1774273032.416 18.00 0.554
1774273032.498 18.00 0.554
1774273032.599 18.00 0.471
1774273032.701 18.00 0.471
1774273032.782 18.00 0.471
1774273032.863 18.00 0.471
1774273032.964 18.00 0.499
1774273033.066 18.00 0.499
1774273033.147 18.00 0.499
1774273033.248 18.00 0.499
1774273033.329 18.00 0.325
1774273033.431 18.00 0.325
1774273033.532 18.00 0.325
1774273033.613 18.00 0.325
1774273033.714 18.00 0.239
1774273033.796 18.00 0.239
1774273033.897 18.00 0.239
1774273033.999 18.00 0.239
1774273034.080 18.00 0.157
1774273034.181 18.00 0.157
1774273034.262 18.00 0.157
1774273034.364 18.00 0.157
1774273034.445 18.00 0.056
1774273034.547 18.00 0.056
1774273034.648 18.00 0.056
1774273034.729 18.00 0.056
1774273034.810 18.00 0.055
1774273034.912 18.00 0.055
1774273034.993 18.00 0.055
1774273035.074 18.00 0.055
1774273035.156 18.00 0.055
1774273035.237 18.00 0.055
1774273035.338 18.00 0.055
1774273035.419 18.00 0.055
1774273035.521 18.00 0.055
1774273035.602 18.00 0.055
1774273035.703 18.00 0.055
1774273035.805 18.00 0.055
1774273035.886 18.00 0.055
1774273035.987 18.00 0.055
1774273036.088 18.00 0.055
1774273036.170 18.00 0.055
1774273036.251 18.00 0.055
1774273036.352 18.00 0.055
1774273036.454 18.00 0.055
1774273036.536 18.00 0.055
1774273036.637 18.00 0.055
1774273036.739 18.00 0.055
1774273036.820 18.00 0.055
