# Device: RND 320-KA3005P V2.0
# Vmax: 18.00
# Imax: 5.000
# Timestamp[s] Voltage[V] Current[A]
1774271812.584 18.00 0.068
1774271812.665 18.00 0.068
1774271812.746 18.00 0.104
1774271812.827 18.00 0.104
1774271812.908 18.00 0.104
1774271812.989 18.00 0.104
1774271813.071 18.00 0.157
1774271813.152 18.00 0.157
1774271813.233 18.00 0.157
1774271813.314 18.00 0.157
1774271813.395 18.00 0.076
1774271813.477 18.00 0.076
1774271813.558 18.00 0.076
1774271813.639 18.00 0.055
1774271813.720 18.00 0.055
1774271813.801 18.00 0.055
1774271813.882 18.00 0.055
1774271813.963 18.00 0.056
1774271814.044 18.00 0.056
1774271814.125 18.00 0.056
1774271814.207 18.00 0.056
1774271814.308 18.00 0.055
1774271814.389 18.00 0.055
1774271814.470 18.00 0.055
1774271814.551 18.00 0.195
1774271814.632 18.00 0.195
1774271814.714 18.00 0.195
1774271814.795 18.00 0.195
1774271814.876 18.00 0.656
1774271814.957 18.00 0.656
1774271815.038 18.00 0.656
1774271815.119 18.00 0.933
1774271815.201 18.00 0.933
1774271815.282 18.00 0.933
1774271815.363 18.00 0.933
1774271815.444 18.00 1.829
1774271815.525 18.00 1.829
1774271815.606 18.00 1.829
1774271815.687 18.00 1.829
1774271815.768 18.00 1.040
1774271815.849 18.00 1.040
1774271815.931 18.00 1.040
1774271816.012 18.29 1.040
1774271816.093 29.22 0.625
1774271816.174 25.56 0.625
1774271816.255 21.87 0.625
1774271816.337 18.00 0.625
1774271816.418 18.00 0.051
1774271816.499 18.00 0.051
1774271816.580 18.00 0.051
1774271816.662 18.00 0.051
1774271816.743 18.00 0.051
1774271816.824 18.00 0.051
1774271816.905 18.00 0.051
1774271816.986 18.00 0.051
1774271817.068 18.00 0.051
1774271817.169 18.00 0.051
1774271817.250 18.00 0.051
1774271817.332 18.00 0.051
1774271817.453 18.00 0.307
1774271817.534 18.00 0.307
1774271817.616 18.00 0.307
1774271817.697 18.00 0.297
1774271817.778 18.00 0.297
1774271817.859 18.00 0.297
1774271817.960 18.00 0.297
1774271818.041 18.00 0.053
1774271818.122 18.00 0.053
1774271818.203 18.00 0.053
1774271818.285 18.00 0.053
1774271818.366 18.00 0.055
1774271818.447 18.00 0.055
1774271818.528 18.00 0.055
1774271818.609 18.00 0.055
1774271818.690 18.00 0.055
1774271818.771 18.00 0.055
1774271818.853 18.00 0.055
1774271818.934 18.00 0.055
1774271819.015 18.00 0.055
1774271819.096 18.00 0.055
1774271819.177 18.00 0.055
1774271819.278 18.00 0.055
1774271819.360 18.00 0.055
1774271819.441 18.00 0.055
1774271819.522 18.00 0.055
1774271819.624 18.00 0.055
1774271819.705 18.00 0.055
1774271819.806 18.00 0.053
1774271819.888 18.00 0.053
1774271819.969 18.00 0.053
1774271820.050 18.00 0.053
1774271820.131 18.00 0.055
1774271820.253 18.00 0.055
1774271820.334 18.00 0.055
1774271820.435 18.00 0.055
1774271820.537 18.00 0.055
1774271820.618 18.00 0.055
1774271820.719 18.00 0.055
1774271820.821 18.00 0.055
1774271820.902 18.00 0.055
1774271821.004 18.00 0.055
1774271821.105 18.00 0.055
1774271821.186 18.00 0.055
1774271821.287 18.00 0.055
1774271821.389 18.00 0.055
1774271821.470 18.00 0.055
1774271821.551 18.00 0.055
1774271821.652 18.00 0.055
1774271821.734 18.00 0.055
1774271821.815 18.00 0.055
1774271821.896 18.00 0.055
1774271822.003 18.00 0.055
1774271822.101 18.00 0.055
1774271822.187 18.00 0.055
1774271822.272 18.00 0.055
1774271822.395 18.00 0.055
1774271822.478 18.00 0.055
1774271822.561 18.00 0.055
1774271822.644 18.00 0.055
1774271822.727 18.00 0.055
1774271822.831 18.00 0.055
1774271822.914 18.00 0.055
1774271823.018 18.00 0.055
1774271823.121 18.00 0.055
1774271823.206 18.00 0.055
1774271823.290 18.00 0.055
1774271823.373 18.00 0.055
1774271823.477 18.00 0.055
1774271823.560 18.00 0.055
1774271823.664 18.00 0.055
1774271823.768 18.00 0.055
1774271823.851 18.00 0.055
1774271823.954 18.00 0.055
1774271824.058 18.00 0.055
1774271824.146 18.00 0.055
1774271824.229 18.00 0.055
1774271824.312 18.00 0.055
1774271824.415 18.00 0.055
1774271824.499 18.00 0.055
1774271824.603 18.00 0.055
1774271824.707 18.00 0.055
1774271824.790 18.00 0.055
1774271824.913 18.00 0.055
1774271824.996 18.00 0.055
1774271825.080 18.00 0.055
1774271825.163 18.00 0.055
1774271825.246 18.00 0.055
1774271825.350 18.00 0.055
1774271825.432 18.00 0.055
1774271825.535 18.00 0.053
1774271825.639 18.00 0.053
