t,U,I,throttle0,throttle1,throttle2,throttle3
1774272015.151,18.66,0.366,23,0,0,0
1774272015.232,18.00,0.366,15,0,0,0
1774272015.333,18.00,0.124,15,0,0,0
1774272015.434,18.00,0.124,15,0,0,0
1774272015.515,18.00,0.124,15,0,0,0
1774272015.596,18.00,0.124,15,0,0,0
1774272015.697,18.00,0.167,16,0,0,0
1774272015.798,18.00,0.167,18,0,0,0
1774272015.879,18.00,0.167,20,0,0,0
1774272015.981,18.00,0.167,22,0,0,0
1774272016.062,18.00,0.247,22,0,0,0
1774272016.163,18.00,0.247,22,0,0,0
1774272016.244,18.00,0.247,25,0,0,0
1774272016.345,18.00,0.247,27,0,0,0
1774272016.446,18.00,0.280,30,0,0,0
1774272016.527,18.00,0.280,34,0,0,0
1774272016.628,18.00,0.280,37,0,0,0
1774272016.709,18.00,0.280,41,0,0,0
1774272016.811,18.00,0.363,46,0,0,0
1774272016.892,18.00,0.363,51,0,0,0
1774272016.993,18.00,0.363,55,0,0,0
1774272017.094,18.00,0.363,55,0,0,0
1774272017.175,18.00,0.544,56,0,0,0
1774272017.276,18.00,0.544,60,0,0,0
1774272017.357,18.00,0.544,60,0,0,0
1774272017.458,18.00,0.544,53,0,0,0
1774272017.540,18.00,0.554,41,0,0,0
1774272017.641,19.15,0.554,29,0,0,0
1774272017.742,19.13,0.554,20,0,0,0
1774272017.824,18.00,0.554,15,0,0,0
1774272017.905,18.59,0.246,13,0,0,0
1774272018.006,18.00,0.246,13,0,0,0
1774272018.107,18.00,0.246,13,0,0,0
1774272018.188,18.00,0.246,13,0,0,0
1774272018.289,18.00,0.117,20,0,0,0
1774272018.390,18.00,0.117,39,0,0,0
1774272018.472,18.00,0.117,51,0,0,0
1774272018.553,18.00,0.117,63,0,0,0
1774272018.654,18.00,0.686,70,0,0,0
1774272018.755,18.00,0.686,72,0,0,0
1774272018.836,18.00,0.686,67,0,0,0
1774272018.939,18.00,0.694,43,0,0,0
1774272019.041,20.92,0.694,32,0,0,0
1774272019.122,22.97,0.694,32,0,0,0
1774272019.223,18.74,0.694,32,0,0,0
1774272019.304,18.00,0.188,32,0,0,0
1774272019.405,18.00,0.188,32,0,0,0
1774272019.487,18.00,0.188,32,0,0,0
1774272019.588,18.00,0.188,20,0,0,0
1774272019.689,18.00,0.236,20,0,0,0
1774272019.770,18.00,0.236,20,0,0,0
1774272019.872,18.00,0.236,20,0,0,0
1774272019.953,18.00,0.236,20,0,0,0
1774272020.054,18.00,0.209,20,0,0,0
1774272020.135,18.00,0.209,20,0,0,0
1774272020.237,18.00,0.209,20,0,0,0
1774272020.338,18.00,0.209,20,0,0,0
1774272020.419,18.00,0.267,27,0,0,0
1774272020.521,18.00,0.267,29,0,0,0
1774272020.622,18.00,0.267,32,0,0,0
1774272020.703,18.00,0.267,36,0,0,0
1774272020.785,18.00,0.338,37,0,0,0
1774272020.886,18.00,0.338,37,0,0,0
1774272020.987,18.00,0.338,39,0,0,0
1774272021.068,18.00,0.338,39,0,0,0
1774272021.170,18.00,0.432,41,0,0,0
1774272021.271,18.00,0.432,41,0,0,0
1774272021.352,18.00,0.432,44,0,0,0
1774272021.433,18.00,0.432,44,0,0,0
1774272021.534,18.00,0.448,44,0,0,0
1774272021.635,18.00,0.448,46,0,0,0
1774272021.716,18.00,0.448,46,0,0,0
1774272021.818,18.00,0.468,49,0,0,0
1774272021.919,18.00,0.468,49,0,0,0
1774272022.000,18.00,0.468,51,0,0,0
1774272022.102,18.00,0.468,51,0,0,0
1774272022.183,18.00,0.495,51,0,0,0
1774272022.284,18.00,0.495,56,0,0,0
1774272022.365,18.00,0.495,58,0,0,0
1774272022.466,18.00,0.495,58,0,0,0
1774272022.548,18.00,0.551,58,0,0,0
1774272022.649,18.00,0.551,60,0,0,0
1774272022.730,18.00,0.551,60,0,0,0
1774272022.831,18.00,0.551,62,0,0,0
1774272022.933,18.00,0.620,62,0,0,0
1774272023.014,18.00,0.620,62,0,0,0
1774272023.115,18.00,0.620,62,0,0,0
1774272023.196,18.00,0.620,65,0,0,0
1774272023.278,18.00,0.612,65,0,0,0
1774272023.359,18.00,0.612,67,0,0,0
1774272023.440,18.00,0.612,69,0,0,0
1774272023.521,18.00,0.612,70,0,0,0
1774272023.623,18.00,0.702,72,0,0,0
1774272023.724,18.00,0.702,77,0,0,0
1774272023.805,18.00,0.702,79,0,0,0
1774272023.907,18.00,0.702,81,0,0,0
1774272023.988,18.00,0.948,82,0,0,0
1774272024.089,18.00,0.948,82,0,0,0
1774272024.171,18.00,0.948,84,0,0,0
1774272024.272,18.00,0.948,86,0,0,0
1774272024.373,18.00,0.911,91,0,0,0
1774272024.454,18.00,0.911,93,0,0,0
1774272024.556,18.00,0.911,96,0,0,0
1774272024.637,18.00,0.911,101,0,0,0
1774272024.738,18.00,0.964,107,0,0,0
1774272024.820,18.00,0.964,107,0,0,0
1774272024.921,18.00,0.964,108,0,0,0
1774272025.022,18.00,0.964,110,0,0,0
1774272025.104,18.00,1.042,110,0,0,0
1774272025.205,18.00,1.042,114,0,0,0
1774272025.307,18.00,1.042,117,0,0,0
1774272025.388,18.00,1.042,117,0,0,0
1774272025.469,18.00,1.187,117,0,0,0
1774272025.571,18.00,1.187,88,0,0,0
1774272025.672,25.80,1.187,48,0,0,0
1774272025.754,29.55,1.187,30,0,0,0
1774272025.855,24.54,0.143,22,0,0,0
1774272025.956,18.00,0.143,20,0,0,0
1774272026.037,18.00,0.143,20,0,0,0
1774272026.119,18.00,0.143,20,0,0,0
1774272026.220,18.00,0.017,20,0,0,0
1774272026.321,18.00,0.017,20,0,0,0
1774272026.403,18.00,0.017,20,0,0,0
1774272026.504,18.00,0.053,20,0,0,0
1774272026.605,18.00,0.053,20,0,0,0
1774272026.686,18.00,0.053,20,0,0,0
1774272026.767,18.00,0.053,20,0,0,0
1774272026.868,18.00,0.176,20,0,0,0
1774272026.970,18.00,0.176,20,0,0,0
1774272027.051,18.00,0.176,20,0,0,0
1774272027.152,18.00,0.176,20,0,0,0
1774272027.253,18.00,0.366,20,0,0,0
1774272027.335,18.00,0.366,20,0,0,0
1774272027.436,18.00,0.366,20,0,0,0
1774272027.517,18.00,0.366,20,0,0,0
1774272027.619,18.00,0.061,20,0,0,0
1774272027.700,18.00,0.061,20,0,0,0
1774272027.802,18.00,0.061,22,0,0,0
1774272027.903,18.00,0.061,22,0,0,0
1774272027.984,18.00,0.125,22,0,0,0
1774272028.086,18.00,0.125,22,0,0,0
1774272028.187,18.00,0.125,22,0,0,0
1774272028.269,18.00,0.125,22,0,0,0
1774272028.350,18.00,0.055,22,0,0,0
1774272028.451,18.00,0.055,22,0,0,0
1774272028.553,18.00,0.055,22,0,0,0
1774272028.634,18.00,0.055,22,0,0,0
1774272028.736,18.00,0.055,22,0,0,0
1774272028.837,18.00,0.055,22,0,0,0
1774272028.918,18.00,0.055,22,0,0,0
1774272029.020,18.00,0.055,22,0,0,0
1774272029.101,18.00,0.055,22,0,0,0
1774272029.202,18.00,0.055,22,0,0,0
1774272029.284,18.00,0.055,22,0,0,0
1774272029.385,18.00,0.053,22,0,0,0
1774272029.486,18.00,0.053,22,0,0,0
1774272029.567,18.00,0.053,22,0,0,0
1774272029.668,18.00,0.053,22,0,0,0
1774272029.754,18.00,0.055,22,0,0,0
1774272029.855,18.00,0.055,22,0,0,0
1774272029.957,18.00,0.055,22,0,0,0
1774272030.038,18.00,0.055,22,0,0,0
1774272030.140,18.00,0.055,22,0,0,0
1774272030.221,18.00,0.055,22,0,0,0
1774272030.323,18.00,0.055,22,0,0,0
1774272030.424,18.00,0.055,22,0,0,0
1774272030.505,18.00,0.055,22,0,0,0
1774272030.607,18.00,0.055,22,0,0,0
1774272030.708,18.00,0.055,22,0,0,0
1774272030.789,18.00,0.055,22,0,0,0
1774272030.870,18.00,0.055,22,0,0,0
1774272030.972,18.00,0.055,22,0,0,0
1774272031.098,18.00,0.055,22,0,0,0
1774272031.190,18.00,0.055,22,0,0,0
1774272031.294,18.00,0.055,22,0,0,0
1774272031.395,18.00,0.055,22,0,0,0
1774272031.476,18.00,0.055,22,0,0,0
1774272031.578,18.00,0.055,22,0,0,0
1774272031.680,18.00,0.055,22,0,0,0
1774272031.748,18.00,0.055,22,0,0,0
1774272031.830,18.00,0.055,22,0,0,0
1774272031.912,18.00,0.055,22,0,0,0
1774272032.014,18.00,0.055,22,0,0,0
1774272032.097,18.00,0.055,22,0,0,0
1774272032.179,18.00,0.055,22,0,0,0
1774272032.260,18.00,0.055,22,0,0,0
1774272032.341,18.00,0.055,22,0,0,0
1774272032.443,18.00,0.055,22,0,0,0
1774272032.526,18.00,0.055,22,0,0,0
