t,U,I,throttle0,throttle1,throttle2,throttle3
1774271255.162,18.00,0.252,30,0,0,0
1774271255.243,18.00,0.252,30,0,0,0
1774271255.324,18.00,0.315,30,0,0,0
1774271255.406,18.00,0.315,30,0,0,0
1774271255.487,18.00,0.315,30,0,0,0
1774271255.568,18.00,0.315,30,0,0,0
1774271255.649,18.00,0.315,30,0,0,0
1774271255.730,18.00,0.310,30,0,0,0
1774271255.811,18.00,0.310,30,0,0,0
1774271255.892,18.00,0.303,30,0,0,0
1774271255.974,18.00,0.303,30,0,0,0
1774271256.055,18.00,0.305,30,0,0,0
1774271256.136,18.00,0.305,30,0,0,0
1774271256.217,18.00,0.305,30,0,0,0
1774271256.298,18.00,0.317,30,0,0,0
1774271256.379,18.00,0.317,30,0,0,0
1774271256.460,18.00,0.317,30,0,0,0
1774271256.541,18.00,0.317,30,0,0,0
1774271256.622,18.00,0.317,30,0,0,0
1774271256.703,18.00,0.312,30,0,0,0
1774271256.784,18.00,0.312,30,0,0,0
1774271256.865,18.00,0.287,30,0,0,0
1774271256.946,18.00,0.287,30,0,0,0
1774271257.027,18.00,0.287,30,0,0,0
1774271257.108,18.00,0.312,30,0,0,0
1774271257.189,18.00,0.312,30,0,0,0
1774271257.270,18.00,0.298,30,0,0,0
1774271257.351,18.00,0.298,30,0,0,0
1774271257.433,18.00,0.298,30,0,0,0
1774271257.514,18.00,0.310,30,0,0,0
1774271257.595,18.00,0.310,30,0,0,0
1774271257.676,18.00,0.325,30,0,0,0
1774271257.757,18.00,0.325,30,0,0,0
1774271257.838,18.00,0.325,30,0,0,0
1774271257.919,18.00,0.305,30,0,0,0
1774271258.001,18.00,0.305,30,4,0,0
1774271258.082,18.00,0.305,30,4,0,0
1774271258.163,18.00,0.341,30,4,0,0
1774271258.244,18.00,0.341,30,4,0,0
1774271258.325,18.00,0.341,30,4,0,0
1774271258.406,18.00,0.389,30,25,0,0
1774271258.488,18.00,0.389,30,27,0,0
1774271258.569,18.00,0.320,30,27,0,0
1774271258.650,18.00,0.320,30,27,0,0
1774271258.731,18.00,0.320,30,27,0,0
1774271258.812,18.00,0.297,30,30,0,0
1774271258.893,18.00,0.297,30,30,0,0
1774271258.974,18.00,0.297,30,30,0,0
1774271259.055,18.00,0.313,30,30,0,0
1774271259.136,18.00,0.313,30,10,0,0
1774271259.217,18.00,0.313,30,0,0,0
1774271259.298,18.00,0.348,30,0,0,0
1774271259.380,18.00,0.348,30,0,0,0
1774271259.461,18.00,0.348,30,0,0,0
1774271259.542,18.00,0.407,30,0,0,0
1774271259.623,18.00,0.407,30,0,0,0
1774271259.704,18.00,0.407,30,0,0,0
1774271259.785,18.00,0.381,30,0,0,0
1774271259.866,18.00,0.381,30,0,0,0
1774271259.947,18.00,0.381,30,0,0,0
1774271260.028,18.00,0.313,30,0,0,0
1774271260.109,18.00,0.313,30,0,0,0
1774271260.190,18.00,0.313,30,0,0,0
1774271260.271,18.00,0.343,30,0,0,0
1774271260.352,18.00,0.343,30,0,0,0
1774271260.433,18.00,0.343,30,0,0,0
1774271260.514,18.00,0.378,30,0,0,0
1774271260.595,18.00,0.378,30,0,0,0
1774271260.676,18.00,0.378,30,0,0,0
1774271260.757,18.00,0.407,30,0,0,0
1774271260.838,18.00,0.407,30,23,0,0
1774271260.919,18.00,0.407,30,23,0,0
1774271261.000,18.00,0.407,30,25,0,0
1774271261.082,18.00,0.437,30,25,0,0
1774271261.163,18.00,0.437,30,32,0,0
1774271261.244,18.00,0.437,30,32,0,0
1774271261.325,18.00,0.478,30,32,0,0
1774271261.406,18.00,0.478,30,34,0,0
1774271261.487,18.00,0.478,30,34,0,0
1774271261.569,18.00,0.458,30,36,0,0
1774271261.650,18.00,0.458,30,36,0,0
1774271261.731,18.00,0.458,30,36,0,0
1774271261.812,18.00,0.483,30,36,0,0
1774271261.893,18.00,0.483,30,36,0,0
1774271261.974,18.00,0.483,30,36,0,0
1774271262.055,18.00,0.476,30,37,0,0
1774271262.136,18.00,0.476,30,41,0,0
1774271262.217,18.00,0.476,30,43,0,0
1774271262.298,18.00,0.476,30,43,0,0
1774271262.380,18.00,0.528,30,43,0,0
1774271262.461,18.00,0.528,30,46,0,0
1774271262.542,18.00,0.528,30,48,0,0
1774271262.623,18.00,0.532,30,49,0,0
1774271262.704,18.00,0.532,30,51,0,0
1774271262.785,18.00,0.532,30,53,0,0
1774271262.866,18.00,0.532,30,53,0,0
1774271262.947,18.00,0.551,30,55,0,0
1774271263.028,18.00,0.551,30,56,0,0
1774271263.110,18.00,0.551,30,56,0,0
1774271263.191,18.00,0.640,30,56,0,0
1774271263.272,18.00,0.640,30,62,0,0
1774271263.353,18.00,0.640,30,63,0,0
1774271263.434,18.00,0.640,30,63,0,0
1774271263.515,18.00,0.643,30,63,0,0
1774271263.596,18.00,0.643,30,63,0,0
1774271263.677,18.00,0.643,30,65,0,0
1774271263.759,18.00,0.648,30,65,0,0
1774271263.840,18.00,0.648,30,65,0,0
1774271263.921,18.00,0.648,30,65,0,0
1774271264.002,18.00,0.648,30,65,0,0
1774271264.083,18.00,0.645,30,65,0,0
1774271264.164,18.00,0.645,30,65,0,0
1774271264.245,18.00,0.645,30,65,0,0
1774271264.326,18.00,0.613,30,65,0,0
1774271264.407,18.00,0.613,30,65,0,0
1774271264.489,18.00,0.613,30,65,0,0
1774271264.570,18.00,0.613,30,65,0,0
1774271264.651,18.00,0.645,30,65,0,0
1774271264.752,18.00,0.645,30,65,0,0
1774271264.833,18.00,0.645,30,65,0,0
1774271264.915,18.00,0.646,30,65,0,0
1774271264.996,18.00,0.646,30,65,0,0
1774271265.077,18.00,0.646,30,65,0,0
1774271265.158,18.00,0.646,30,65,0,0
1774271265.239,18.00,0.636,30,65,0,0
1774271265.320,18.00,0.636,30,65,0,0
1774271265.401,18.00,0.636,30,65,0,0
1774271265.482,18.00,0.636,30,65,0,0
1774271265.563,18.00,0.620,30,65,0,0
1774271265.644,18.00,0.620,30,65,0,0
1774271265.725,18.00,0.620,30,65,0,0
1774271265.806,18.00,0.620,30,65,0,0
1774271265.887,18.00,0.625,30,65,0,0
1774271265.968,18.00,0.625,30,65,0,0
1774271266.049,18.00,0.625,30,65,0,0
1774271266.131,18.00,0.625,30,65,0,0
1774271266.212,18.00,0.625,30,65,0,0
1774271266.293,18.00,0.625,30,65,0,0
1774271266.374,18.00,0.625,30,65,0,0
1774271266.455,18.00,0.621,30,65,0,0
1774271266.536,18.00,0.621,30,65,0,0
1774271266.617,18.00,0.621,30,65,0,0
1774271266.707,18.00,0.621,30,65,0,0
1774271266.788,18.00,0.635,30,65,0,0
1774271266.869,18.00,0.635,30,65,0,0
1774271266.950,18.00,0.635,30,65,0,0
1774271267.032,18.00,0.635,30,65,0,0
1774271267.113,18.00,0.664,30,65,0,0
1774271267.194,18.00,0.664,30,65,0,0
1774271267.275,18.00,0.664,30,65,3,0
1774271267.356,18.00,0.664,30,65,8,0
1774271267.437,18.00,0.689,30,65,13,0
1774271267.518,18.00,0.689,30,65,18,0
1774271267.599,18.00,0.689,30,65,18,0
1774271267.680,18.00,0.689,30,65,18,0
1774271267.761,18.00,0.701,30,65,13,0
1774271267.842,18.00,0.701,30,65,8,0
1774271267.923,18.00,0.701,30,65,3,0
1774271268.004,18.00,0.701,30,65,0,0
1774271268.086,18.00,0.643,30,65,0,0
1774271268.167,18.00,0.643,30,65,0,0
1774271268.248,18.00,0.643,30,65,0,0
1774271268.329,18.00,0.643,30,65,0,0
1774271268.410,18.00,0.747,30,65,0,0
1774271268.491,18.00,0.747,30,65,0,0
1774271268.572,18.00,0.747,30,65,0,0
1774271268.653,18.00,0.747,30,65,0,0
1774271268.734,18.00,0.679,30,65,0,0
1774271268.815,18.00,0.679,30,65,0,0
1774271268.896,18.00,0.679,30,65,0,0
1774271268.977,18.00,0.679,30,65,0,0
1774271269.058,18.00,0.659,30,65,0,0
1774271269.139,18.00,0.659,30,65,0,0
1774271269.220,18.00,0.659,30,65,1,0
1774271269.302,18.00,0.659,30,65,6,0
1774271269.383,18.00,0.659,30,65,16,0
1774271269.464,18.00,0.640,30,65,23,0
1774271269.545,18.00,0.640,30,65,27,0
1774271269.626,18.00,0.640,30,65,32,0
1774271269.707,18.00,0.640,30,65,37,0
1774271269.788,18.00,0.631,30,65,43,0
1774271269.910,18.00,0.631,30,65,49,0
1774271269.991,18.00,0.631,30,65,55,0
1774271270.073,18.00,0.631,30,65,55,0
1774271270.154,18.00,0.738,30,65,56,0
1774271270.255,18.00,0.738,30,65,56,0
1774271270.336,18.00,0.738,30,65,56,0
1774271270.438,18.00,0.808,30,65,58,0
1774271270.539,18.00,0.808,30,65,58,0
1774271270.640,18.00,0.808,30,65,58,0
1774271270.742,18.00,0.808,30,65,46,0
1774271270.823,18.00,0.714,30,65,34,0
1774271270.924,18.00,0.714,30,65,20,0
1774271271.006,18.00,0.714,30,65,10,0
1774271271.087,18.00,0.714,30,65,10,0
1774271271.168,18.00,0.638,30,65,0,0
1774271271.249,18.00,0.638,30,65,0,0
1774271271.351,18.00,0.638,30,65,0,0
1774271271.452,18.00,0.638,30,65,0,0
1774271271.534,18.00,0.635,30,65,3,0
1774271271.635,18.00,0.635,30,65,6,0
1774271271.737,18.00,0.635,30,65,8,0
1774271271.818,18.00,0.635,30,65,8,0
1774271271.919,18.00,0.636,30,65,10,0
1774271272.020,18.00,0.636,30,65,10,0
1774271272.102,18.00,0.636,30,65,10,0
1774271272.203,18.00,0.620,30,65,10,0
1774271272.304,18.00,0.620,30,65,10,0
1774271272.385,18.00,0.620,30,65,13,0
1774271272.487,18.00,0.620,30,65,15,0
1774271272.568,18.00,0.666,30,65,15,0
1774271272.669,18.00,0.666,30,65,16,0
1774271272.750,18.00,0.666,30,65,16,0
1774271272.852,18.00,0.666,30,65,20,0
1774271272.953,18.00,0.630,30,65,20,0
1774271273.035,18.00,0.630,30,65,20,0
1774271273.136,18.00,0.630,30,65,20,0
1774271273.217,18.00,0.630,30,65,20,0
1774271273.319,18.00,0.630,30,65,20,0
1774271273.400,18.00,0.630,30,65,27,0
1774271273.501,18.00,0.630,30,65,34,0
1774271273.603,18.00,0.630,30,65,37,0
1774271273.684,18.00,0.643,30,65,39,0
1774271273.785,18.00,0.643,30,65,41,0
1774271273.866,18.00,0.643,30,65,44,0
1774271273.968,18.00,0.643,30,65,48,0
1774271274.049,18.00,0.738,30,65,49,0
1774271274.151,18.00,0.738,30,65,51,0
1774271274.252,18.00,0.738,30,65,55,0
1774271274.333,18.00,0.738,30,65,58,0
1774271274.434,18.00,0.719,30,65,60,0
1774271274.536,18.00,0.719,30,65,60,0
1774271274.617,18.00,0.719,30,65,62,0
1774271274.698,18.00,0.719,30,65,62,0
1774271274.799,18.00,0.855,30,65,63,0
1774271274.901,18.00,0.855,30,65,65,0
1774271274.982,18.00,0.855,30,65,65,0
1774271275.083,18.00,0.880,30,65,65,0
1774271275.185,18.00,0.880,30,65,81,0
1774271275.266,18.00,0.880,30,65,88,0
1774271275.347,18.00,0.880,30,65,88,0
1774271275.448,18.00,1.086,30,65,88,0
1774271275.549,18.00,1.086,30,65,88,0
1774271275.631,18.00,1.086,30,65,88,0
1774271275.732,18.00,1.086,30,65,88,0
1774271275.813,18.00,1.035,30,65,88,0
1774271275.915,18.00,1.035,30,65,88,0
1774271275.996,18.00,1.035,30,65,84,0
1774271276.097,18.00,1.035,30,65,84,0
1774271276.198,18.00,0.968,30,65,84,0
1774271276.279,18.00,0.968,30,65,84,0
1774271276.381,18.00,0.968,30,65,84,0
1774271276.462,18.00,0.968,30,65,84,0
1774271276.543,18.00,0.986,30,65,84,0
1774271276.624,18.00,0.986,30,65,84,0
1774271276.705,18.00,0.986,30,65,84,0
1774271276.786,18.00,0.986,30,65,84,0
1774271276.888,18.00,0.984,30,65,84,0
1774271276.989,18.00,0.984,30,65,84,0
1774271277.070,18.00,0.984,30,65,84,0
1774271277.172,18.00,0.984,30,65,84,0
1774271277.253,18.00,1.004,30,65,84,0
1774271277.354,18.00,1.004,30,65,84,6
1774271277.435,18.00,1.004,30,65,84,11
1774271277.536,18.00,1.004,30,65,84,15
1774271277.638,18.00,1.030,30,65,84,15
1774271277.719,18.00,1.030,30,65,84,15
1774271277.820,18.00,1.030,30,65,84,11
1774271277.901,18.00,1.030,30,65,84,0
1774271278.002,18.00,1.071,30,65,84,0
1774271278.084,18.00,1.071,30,65,84,0
1774271278.185,18.00,1.071,30,65,84,0
1774271278.286,18.00,1.071,30,65,84,0
1774271278.368,18.00,0.991,30,65,84,0
1774271278.469,18.00,0.991,30,65,84,0
1774271278.550,18.00,0.991,30,65,84,0
1774271278.652,18.00,0.991,30,65,84,0
1774271278.733,18.00,1.134,30,65,84,0
1774271278.834,18.00,1.134,30,65,84,0
1774271278.936,18.00,1.134,30,65,84,0
1774271279.017,18.00,1.134,30,65,84,0
1774271279.118,18.00,1.009,30,65,84,0
1774271279.219,18.00,1.009,30,65,84,0
1774271279.300,18.00,1.009,30,65,84,4
1774271279.402,18.00,1.009,30,65,84,15
1774271279.483,18.00,0.997,30,65,84,20
1774271279.585,18.00,0.997,30,65,84,25
1774271279.666,18.00,0.997,30,65,84,30
1774271279.767,18.00,1.160,30,65,84,34
1774271279.869,18.00,1.160,30,65,84,36
1774271279.950,18.00,1.160,30,65,84,37
1774271280.051,18.00,1.160,30,65,84,37
1774271280.132,18.00,1.147,30,65,84,37
1774271280.234,18.00,1.147,30,65,84,37
1774271280.315,18.00,1.147,30,65,84,37
1774271280.416,18.00,1.147,30,65,84,51
1774271280.518,18.00,1.231,30,65,84,62
1774271280.599,18.00,1.231,30,65,84,72
1774271280.700,18.00,1.231,30,65,84,88
1774271280.782,18.00,1.231,30,65,84,100
1774271280.883,18.00,1.576,30,65,84,110
1774271280.984,18.00,1.576,30,65,84,114
1774271281.065,18.00,1.576,30,65,84,114
1774271281.167,18.00,1.576,30,65,84,114
1774271281.248,18.00,1.595,30,65,84,114
1774271281.349,18.00,1.595,30,65,84,119
1774271281.450,18.00,1.595,30,65,84,124
1774271281.532,18.00,1.595,30,65,84,129
1774271281.613,18.00,1.658,30,65,84,133
1774271281.714,18.00,1.658,30,65,84,140
1774271281.815,18.00,1.658,30,65,84,145
1774271281.896,18.00,1.658,30,65,84,150
1774271281.998,18.00,1.851,30,65,84,155
1774271282.099,18.00,1.851,30,65,84,157
1774271282.180,18.00,1.851,30,65,84,157
1774271282.261,18.00,1.851,30,65,84,157
1774271282.362,18.00,1.859,30,65,84,157
1774271282.464,18.00,1.859,30,65,84,159
1774271282.545,18.00,1.859,30,65,84,159
1774271282.646,18.00,1.857,30,65,84,180
1774271282.748,18.00,1.857,30,65,84,181
1774271282.829,18.00,1.857,30,65,84,181
1774271282.910,18.00,1.857,30,65,84,186
1774271283.011,18.00,1.889,30,65,84,188
1774271283.112,18.00,1.889,30,65,84,195
1774271283.193,18.00,1.889,30,65,84,199
1774271283.295,18.00,1.889,30,65,84,202
1774271283.376,18.00,2.088,30,65,84,204
1774271283.477,18.00,2.088,30,65,84,204
1774271283.558,18.00,2.088,30,65,84,204
1774271283.659,18.00,2.088,30,65,84,204
1774271283.761,18.00,1.856,30,65,84,200
1774271283.842,18.00,1.856,30,65,84,197
1774271283.943,18.00,1.856,30,65,84,190
1774271284.024,18.00,1.856,30,65,84,186
1774271284.126,18.00,1.714,30,65,84,178
1774271284.207,18.00,1.714,30,65,84,171
1774271284.288,18.00,1.714,30,65,84,164
1774271284.369,18.00,1.714,30,65,84,157
1774271284.450,18.00,1.506,30,65,84,150
1774271284.551,18.00,1.506,30,65,84,140
1774271284.632,18.00,1.506,30,65,84,134
1774271284.734,18.00,1.506,30,65,84,128
1774271284.815,18.00,1.401,30,65,84,124
1774271284.916,18.00,1.401,30,65,84,124
1774271284.997,18.00,1.401,30,65,84,124
1774271285.098,18.00,1.401,30,65,84,124
1774271285.199,18.00,1.607,30,65,84,124
1774271285.280,18.00,1.607,30,65,84,124
1774271285.382,18.00,1.607,30,65,84,124
1774271285.463,18.00,1.607,30,65,84,124
1774271285.564,18.00,1.584,30,65,84,124
1774271285.645,18.00,1.584,30,65,84,124
1774271285.746,18.00,1.584,30,65,84,124
1774271285.848,18.00,1.584,40,75,94,134
1774271285.929,18.00,1.618,40,75,94,134
1774271286.030,18.00,1.618,40,75,94,134
1774271286.112,18.00,2.616,40,75,94,134
1774271286.193,18.00,1.907,40,75,94,134
1774271286.274,18.00,1.836,40,75,94,134
1774271286.355,18.00,1.859,40,75,94,134
1774271286.436,18.00,1.859,40,75,94,134
1774271286.517,18.00,1.849,40,75,94,134
1774271286.598,18.00,1.836,40,75,94,134
1774271286.679,18.00,1.824,40,75,94,134
1774271286.760,18.00,1.838,40,75,94,134
1774271286.841,18.00,1.854,40,75,94,134
1774271286.923,18.00,1.839,40,75,94,134
1774271287.004,18.00,1.871,40,75,94,134
1774271287.085,18.00,1.871,40,75,94,134
1774271287.166,18.00,1.849,40,75,94,134
1774271287.247,18.00,1.828,40,75,94,134
1774271287.328,18.00,1.838,40,75,94,134
1774271287.409,18.00,1.838,40,75,94,134
1774271287.490,18.00,1.838,43,78,97,137
1774271287.571,18.00,2.349,47,82,101,141
1774271287.652,18.00,2.274,47,82,101,141
1774271287.734,18.00,2.274,50,85,104,144
1774271287.815,18.00,2.410,54,89,108,148
1774271287.896,18.00,2.452,54,89,108,148
1774271287.977,18.00,2.452,54,89,108,148
1774271288.058,18.00,2.255,54,89,108,148
1774271288.139,18.00,2.309,54,89,108,148
1774271288.220,18.00,2.309,54,89,108,148
1774271288.302,18.00,2.347,54,89,108,148
1774271288.383,18.00,2.347,61,96,115,155
1774271288.464,18.00,2.337,61,96,115,155
1774271288.545,18.00,2.515,61,96,115,155
1774271288.626,18.00,2.515,61,96,115,155
1774271288.707,18.00,2.357,61,96,115,155
1774271288.789,18.00,2.357,61,96,115,155
1774271288.870,18.00,2.355,61,96,115,155
1774271288.951,18.00,2.355,61,96,115,155
1774271289.032,18.00,2.330,61,96,115,155
1774271289.113,18.00,2.330,61,96,115,155
1774271289.194,18.00,2.815,61,96,115,155
1774271289.275,18.00,2.487,61,96,115,155
1774271289.356,18.00,2.487,61,96,115,155
1774271289.437,18.00,2.442,61,96,115,155
1774271289.518,18.00,2.442,61,96,115,155
1774271289.599,18.00,2.484,68,103,122,162
1774271289.680,18.00,2.484,68,103,122,162
1774271289.761,18.00,2.665,68,103,122,162
1774271289.842,18.00,2.665,71,106,125,165
1774271289.923,18.00,2.764,71,106,125,165
1774271290.004,18.00,2.764,75,110,129,169
1774271290.085,18.00,2.540,75,110,129,169
1774271290.167,18.00,2.540,75,110,129,169
1774271290.248,18.00,2.540,78,113,132,172
1774271290.329,18.00,3.327,78,113,132,172
1774271290.410,18.00,3.327,78,113,132,172
1774271290.491,18.00,2.983,78,113,132,172
1774271290.572,18.00,2.983,82,117,136,176
1774271290.653,18.00,2.734,82,117,136,176
1774271290.734,18.00,2.734,82,117,136,176
1774271290.815,18.00,2.943,82,117,136,176
1774271290.903,18.00,2.943,82,117,136,176
1774271290.985,18.00,2.798,82,117,136,176
1774271291.066,18.00,2.798,82,117,136,176
1774271291.147,18.00,2.798,82,117,136,176
1774271291.228,18.00,2.779,85,120,139,179
1774271291.309,18.00,2.779,85,120,139,179
1774271291.390,18.00,3.065,85,120,139,179
1774271291.472,18.00,3.065,89,124,143,183
1774271291.553,18.00,3.009,89,124,143,183
1774271291.634,18.00,3.009,92,127,146,186
1774271291.715,18.00,3.009,92,127,146,186
1774271291.797,18.00,3.347,92,127,146,186
1774271291.878,18.00,3.347,92,127,146,186
1774271291.959,18.00,3.018,92,127,146,186
1774271292.040,18.00,3.018,96,131,150,190
1774271292.121,18.00,3.018,96,131,150,190
1774271292.203,18.00,3.163,96,131,150,190
1774271292.284,18.00,3.163,96,131,150,190
1774271292.365,18.00,3.062,96,131,150,190
