# Device: RND 320-KA3005P V2.0
# Vmax: 18.00
# Imax: 5.000
# Timestamp[s] Voltage[V] Current[A]
1774271265.239 18.00 0.636
1774271265.320 18.00 0.636
1774271265.401 18.00 0.636
1774271265.482 18.00 0.636
1774271265.563 18.00 0.620
1774271265.644 18.00 0.620
1774271265.725 18.00 0.620
1774271265.806 18.00 0.620
1774271265.887 18.00 0.625
1774271265.968 18.00 0.625
1774271266.049 18.00 0.625
1774271266.131 18.00 0.625
1774271266.212 18.00 0.625
1774271266.293 18.00 0.625
1774271266.374 18.00 0.625
1774271266.455 18.00 0.621
1774271266.536 18.00 0.621
1774271266.617 18.00 0.621
1774271266.707 18.00 0.621
1774271266.788 18.00 0.635
1774271266.869 18.00 0.635
1774271266.950 18.00 0.635
1774271267.032 18.00 0.635
1774271267.113 18.00 0.664
1774271267.194 18.00 0.664
1774271267.275 18.00 0.664
1774271267.356 18.00 0.664
1774271267.437 18.00 0.689
1774271267.518 18.00 0.689
1774271267.599 18.00 0.689
1774271267.680 18.00 0.689
1774271267.761 18.00 0.701
1774271267.842 18.00 0.701
1774271267.923 18.00 0.701
1774271268.004 18.00 0.701
1774271268.086 18.00 0.643
1774271268.167 18.00 0.643
1774271268.248 18.00 0.643
1774271268.329 18.00 0.643
1774271268.410 18.00 0.747
1774271268.491 18.00 0.747
1774271268.572 18.00 0.747
1774271268.653 18.00 0.747
1774271268.734 18.00 0.679
1774271268.815 18.00 0.679
1774271268.896 18.00 0.679
1774271268.977 18.00 0.679
1774271269.058 18.00 0.659
1774271269.139 18.00 0.659
1774271269.220 18.00 0.659
1774271269.302 18.00 0.659
1774271269.383 18.00 0.659
1774271269.464 18.00 0.640
1774271269.545 18.00 0.640
1774271269.626 18.00 0.640
1774271269.707 18.00 0.640
1774271269.788 18.00 0.631
1774271269.910 18.00 0.631
1774271269.991 18.00 0.631
1774271270.073 18.00 0.631
1774271270.154 18.00 0.738
1774271270.255 18.00 0.738
1774271270.336 18.00 0.738
1774271270.438 18.00 0.808
1774271270.539 18.00 0.808
1774271270.640 18.00 0.808
1774271270.742 18.00 0.808
1774271270.823 18.00 0.714
1774271270.924 18.00 0.714
1774271271.006 18.00 0.714
1774271271.087 18.00 0.714
1774271271.168 18.00 0.638
1774271271.249 18.00 0.638
1774271271.351 18.00 0.638
1774271271.452 18.00 0.638
1774271271.534 18.00 0.635
1774271271.635 18.00 0.635
1774271271.737 18.00 0.635
1774271271.818 18.00 0.635
1774271271.919 18.00 0.636
1774271272.020 18.00 0.636
1774271272.102 18.00 0.636
1774271272.203 18.00 0.620
1774271272.304 18.00 0.620
1774271272.385 18.00 0.620
1774271272.487 18.00 0.620
1774271272.568 18.00 0.666
1774271272.669 18.00 0.666
1774271272.750 18.00 0.666
1774271272.852 18.00 0.666
1774271272.953 18.00 0.630
1774271273.035 18.00 0.630
1774271273.136 18.00 0.630
1774271273.217 18.00 0.630
1774271273.319 18.00 0.630
1774271273.400 18.00 0.630
1774271273.501 18.00 0.630
1774271273.603 18.00 0.630
1774271273.684 18.00 0.643
1774271273.785 18.00 0.643
1774271273.866 18.00 0.643
1774271273.968 18.00 0.643
1774271274.049 18.00 0.738
1774271274.151 18.00 0.738
1774271274.252 18.00 0.738
1774271274.333 18.00 0.738
1774271274.434 18.00 0.719
1774271274.536 18.00 0.719
1774271274.617 18.00 0.719
1774271274.698 18.00 0.719
1774271274.799 18.00 0.855
1774271274.901 18.00 0.855
1774271274.982 18.00 0.855
1774271275.083 18.00 0.880
1774271275.185 18.00 0.880
1774271275.266 18.00 0.880
1774271275.347 18.00 0.880
1774271275.448 18.00 1.086
1774271275.549 18.00 1.086
1774271275.631 18.00 1.086
1774271275.732 18.00 1.086
1774271275.813 18.00 1.035
1774271275.915 18.00 1.035
1774271275.996 18.00 1.035
1774271276.097 18.00 1.035
1774271276.198 18.00 0.968
1774271276.279 18.00 0.968
1774271276.381 18.00 0.968
1774271276.462 18.00 0.968
1774271276.543 18.00 0.986
1774271276.624 18.00 0.986
1774271276.705 18.00 0.986
1774271276.786 18.00 0.986
1774271276.888 18.00 0.984
1774271276.989 18.00 0.984
1774271277.070 18.00 0.984
1774271277.172 18.00 0.984
1774271277.253 18.00 1.004
1774271277.354 18.00 1.004
1774271277.435 18.00 1.004
1774271277.536 18.00 1.004
1774271277.638 18.00 1.030
1774271277.719 18.00 1.030
1774271277.820 18.00 1.030
1774271277.901 18.00 1.030
1774271278.002 18.00 1.071
1774271278.084 18.00 1.071
1774271278.185 18.00 1.071
1774271278.286 18.00 1.071
1774271278.368 18.00 0.991
1774271278.469 18.00 0.991
1774271278.550 18.00 0.991
1774271278.652 18.00 0.991
1774271278.733 18.00 1.134
1774271278.834 18.00 1.134
1774271278.936 18.00 1.134
1774271279.017 18.00 1.134
1774271279.118 18.00 1.009
1774271279.219 18.00 1.009
1774271279.300 18.00 1.009
1774271279.402 18.00 1.009
1774271279.483 18.00 0.997
1774271279.585 18.00 0.997
1774271279.666 18.00 0.997
1774271279.767 18.00 1.160
1774271279.869 18.00 1.160
1774271279.950 18.00 1.160
1774271280.051 18.00 1.160
1774271280.132 18.00 1.147
1774271280.234 18.00 1.147
1774271280.315 18.00 1.147
1774271280.416 18.00 1.147
1774271280.518 18.00 1.231
1774271280.599 18.00 1.231
1774271280.700 18.00 1.231
1774271280.782 18.00 1.231
1774271280.883 18.00 1.576
1774271280.984 18.00 1.576
1774271281.065 18.00 1.576
1774271281.167 18.00 1.576
1774271281.248 18.00 1.595
1774271281.349 18.00 1.595
1774271281.450 18.00 1.595
1774271281.532 18.00 1.595
1774271281.613 18.00 1.658
1774271281.714 18.00 1.658
1774271281.815 18.00 1.658
1774271281.896 18.00 1.658
1774271281.998 18.00 1.851
1774271282.099 18.00 1.851
1774271282.180 18.00 1.851
1774271282.261 18.00 1.851
1774271282.362 18.00 1.859
1774271282.464 18.00 1.859
1774271282.545 18.00 1.859
1774271282.646 18.00 1.857
1774271282.748 18.00 1.857
1774271282.829 18.00 1.857
1774271282.910 18.00 1.857
1774271283.011 18.00 1.889
1774271283.112 18.00 1.889
1774271283.193 18.00 1.889
1774271283.295 18.00 1.889
1774271283.376 18.00 2.088
1774271283.477 18.00 2.088
1774271283.558 18.00 2.088
1774271283.659 18.00 2.088
1774271283.761 18.00 1.856
1774271283.842 18.00 1.856
1774271283.943 18.00 1.856
1774271284.024 18.00 1.856
1774271284.126 18.00 1.714
1774271284.207 18.00 1.714
1774271284.288 18.00 1.714
1774271284.369 18.00 1.714
1774271284.450 18.00 1.506
1774271284.551 18.00 1.506
1774271284.632 18.00 1.506
1774271284.734 18.00 1.506
1774271284.815 18.00 1.401
1774271284.916 18.00 1.401
1774271284.997 18.00 1.401
1774271285.098 18.00 1.401
1774271285.199 18.00 1.607
1774271285.280 18.00 1.607
1774271285.382 18.00 1.607
1774271285.463 18.00 1.607
1774271285.564 18.00 1.584
1774271285.645 18.00 1.584
1774271285.746 18.00 1.584
1774271285.848 18.00 1.584
1774271285.929 18.00 1.618
1774271286.030 18.00 1.618
1774271286.112 18.00 2.616
1774271286.193 18.00 1.907
1774271286.274 18.00 1.836
1774271286.355 18.00 1.859
1774271286.436 18.00 1.859
1774271286.517 18.00 1.849
1774271286.598 18.00 1.836
1774271286.679 18.00 1.824
1774271286.760 18.00 1.838
1774271286.841 18.00 1.854
1774271286.923 18.00 1.839
1774271287.004 18.00 1.871
1774271287.085 18.00 1.871
1774271287.166 18.00 1.849
1774271287.247 18.00 1.828
1774271287.328 18.00 1.838
1774271287.409 18.00 1.838
1774271287.490 18.00 1.838
1774271287.571 18.00 2.349
1774271287.652 18.00 2.274
1774271287.734 18.00 2.274
1774271287.815 18.00 2.410
1774271287.896 18.00 2.452
1774271287.977 18.00 2.452
1774271288.058 18.00 2.255
1774271288.139 18.00 2.309
1774271288.220 18.00 2.309
1774271288.302 18.00 2.347
1774271288.383 18.00 2.347
1774271288.464 18.00 2.337
1774271288.545 18.00 2.515
1774271288.626 18.00 2.515
1774271288.707 18.00 2.357
1774271288.789 18.00 2.357
1774271288.870 18.00 2.355
1774271288.951 18.00 2.355
1774271289.032 18.00 2.330
1774271289.113 18.00 2.330
1774271289.194 18.00 2.815
1774271289.275 18.00 2.487
1774271289.356 18.00 2.487
1774271289.437 18.00 2.442
1774271289.518 18.00 2.442
1774271289.599 18.00 2.484
1774271289.680 18.00 2.484
1774271289.761 18.00 2.665
1774271289.842 18.00 2.665
1774271289.923 18.00 2.764
1774271290.004 18.00 2.764
1774271290.085 18.00 2.540
1774271290.167 18.00 2.540
1774271290.248 18.00 2.540
1774271290.329 18.00 3.327
1774271290.410 18.00 3.327
1774271290.491 18.00 2.983
1774271290.572 18.00 2.983
1774271290.653 18.00 2.734
1774271290.734 18.00 2.734
1774271290.815 18.00 2.943
1774271290.903 18.00 2.943
1774271290.985 18.00 2.798
1774271291.066 18.00 2.798
1774271291.147 18.00 2.798
1774271291.228 18.00 2.779
1774271291.309 18.00 2.779
1774271291.390 18.00 3.065
1774271291.472 18.00 3.065
1774271291.553 18.00 3.009
1774271291.634 18.00 3.009
1774271291.715 18.00 3.009
1774271291.797 18.00 3.347
1774271291.878 18.00 3.347
1774271291.959 18.00 3.018
1774271292.040 18.00 3.018
1774271292.121 18.00 3.018
1774271292.203 18.00 3.163
1774271292.284 18.00 3.163
1774271292.365 18.00 3.062
1774271292.446 18.00 3.062
1774271292.527 18.00 3.062
1774271292.608 18.00 3.474
1774271292.689 18.00 3.474
1774271292.770 18.00 3.209
1774271292.851 18.00 3.209
1774271292.933 18.00 3.209
1774271293.014 18.00 3.100
1774271293.095 18.00 3.100
1774271293.176 18.00 3.120
1774271293.257 18.00 3.120
1774271293.338 18.00 3.120
1774271293.419 18.00 3.120
1774271293.500 18.00 3.120
1774271293.581 18.00 3.120
1774271293.662 18.00 3.131
1774271293.743 18.00 3.131
1774271293.824 18.00 3.131
1774271293.905 18.00 2.813
1774271293.986 18.00 2.813
1774271294.067 18.00 2.630
1774271294.149 18.00 2.630
1774271294.230 18.00 2.630
1774271294.311 18.00 1.978
1774271294.392 18.00 1.978
1774271294.473 18.00 1.978
1774271294.554 18.00 1.235
1774271294.635 18.00 1.235
1774271294.716 18.30 1.235
1774271294.797 18.00 0.857
1774271294.879 18.00 0.857
1774271294.960 18.00 0.857
1774271295.041 18.00 1.358
1774271295.122 18.00 1.358
1774271295.203 18.00 1.358
1774271295.284 18.00 1.043
1774271295.366 18.00 1.043
1774271295.447 18.00 1.043
1774271295.528 18.00 0.681
1774271295.609 18.00 0.681
1774271295.690 18.00 0.681
1774271295.771 18.00 0.448
1774271295.852 18.00 0.448
1774271295.933 18.00 0.448
1774271296.014 18.00 0.223
1774271296.095 18.00 0.223
1774271296.176 18.00 0.223
1774271296.257 18.00 0.214
1774271296.338 18.00 0.214
1774271296.419 18.00 0.214
1774271296.500 18.00 0.209
1774271296.582 18.00 0.209
1774271296.667 18.00 0.209
1774271296.749 18.00 0.209
1774271296.830 18.00 0.129
1774271296.911 18.00 0.129
1774271296.992 18.00 0.129
1774271297.073 18.00 0.076
1774271297.155 18.00 0.076
1774271297.236 18.00 0.076
1774271297.317 18.00 0.055
1774271297.398 18.00 0.055
1774271297.479 18.00 0.055
1774271297.560 18.00 0.055
1774271297.641 18.00 0.055
1774271297.722 18.00 0.055
1774271297.803 18.00 0.055
1774271297.884 18.00 0.053
1774271297.965 18.00 0.053
1774271298.046 18.00 0.053
1774271298.128 18.00 0.056
1774271298.209 18.00 0.056
1774271298.290 18.00 0.056
1774271298.371 18.00 0.056
1774271298.452 18.00 0.055
1774271298.533 18.00 0.055
1774271298.614 18.00 0.055
1774271298.695 18.00 0.055
1774271298.776 18.00 0.055
1774271298.857 18.00 0.055
1774271298.938 18.00 0.055
1774271299.019 18.00 0.055
1774271299.101 18.00 0.055
1774271299.182 18.00 0.055
1774271299.263 18.00 0.055
1774271299.344 18.00 0.055
1774271299.426 18.00 0.055
1774271299.507 18.00 0.055
1774271299.588 18.00 0.055
1774271299.669 10.45 0.055
1774271299.750 12.71 0.055
1774271299.831 18.00 3.151
1774271299.912 18.00 2.050
1774271299.993 18.00 1.113
1774271300.075 18.00 1.042
1774271300.156 18.00 1.020
1774271300.237 18.25 1.029
1774271300.318 18.00 0.147
1774271300.399 18.95 0.509
1774271300.480 29.73 0.589
1774271300.561 24.70 0.000
1774271300.642 20.22 0.000
1774271300.723 18.00 0.000
1774271300.805 18.00 0.000
1774271300.886 18.00 0.417
1774271300.967 18.00 0.051
1774271301.048 18.00 0.051
1774271301.129 18.00 0.051
1774271301.210 18.00 0.053
1774271301.291 18.00 0.053
1774271301.373 18.00 0.053
1774271301.454 18.00 0.051
1774271301.535 18.00 0.081
1774271301.616 18.00 0.081
1774271301.697 18.00 0.328
1774271301.778 18.00 0.305
1774271301.859 18.00 0.305
1774271301.940 18.00 0.318
1774271302.021 18.00 0.382
1774271302.102 18.00 0.382
1774271302.183 18.00 0.055
1774271302.264 18.00 0.055
1774271302.345 18.00 0.055
1774271302.426 18.00 0.055
1774271302.508 18.00 0.055
1774271302.589 18.00 0.053
1774271302.670 18.00 0.053
1774271302.751 18.00 0.055
1774271302.833 18.00 0.055
1774271302.914 18.00 0.055
1774271302.995 18.00 0.055
1774271303.077 18.00 0.055
1774271303.157 18.00 0.055
1774271303.239 18.00 0.055
1774271303.320 18.00 0.055
1774271303.401 18.00 0.053
1774271303.482 18.00 0.053
1774271303.563 18.00 0.055
1774271303.644 18.00 0.055
1774271303.725 18.00 0.055
1774271303.806 18.00 0.055
1774271303.887 18.00 0.053
1774271303.969 18.00 0.053
1774271304.050 18.00 0.053
1774271304.131 18.00 0.053
1774271304.212 18.00 0.055
1774271304.293 18.00 0.055
1774271304.375 18.00 0.055
1774271304.456 18.00 0.055
1774271304.537 18.00 0.055
1774271304.618 18.00 0.055
1774271304.699 18.00 0.055
1774271304.780 18.00 0.055
1774271304.862 18.00 0.055
1774271304.943 18.00 0.055
1774271305.024 18.00 0.055
1774271305.105 18.00 0.055
1774271305.187 18.00 0.055
1774271305.268 18.00 0.055
1774271305.349 18.00 0.055
1774271305.430 18.00 0.055
1774271305.511 18.00 0.055
1774271305.592 18.00 0.055
1774271305.674 18.00 0.055
1774271305.758 18.00 0.055
1774271305.828 18.00 0.055
1774271305.909 18.00 0.055
1774271305.990 18.00 0.055
1774271306.071 18.00 0.055
1774271306.152 18.00 0.055
1774271306.233 18.00 0.055
1774271306.314 18.00 0.055
1774271306.396 18.00 0.055
1774271306.477 18.00 0.055
1774271306.558 18.00 0.055
1774271306.639 18.00 0.055
1774271306.720 18.00 0.055
1774271306.801 18.00 0.055
1774271306.883 18.00 0.055
1774271306.964 18.00 0.055
1774271307.045 18.00 0.055
