# Device: RND 320-KA3005P V2.0
# Vmax: 18.00
# Imax: 5.000
# Timestamp[s] Voltage[V] Current[A]
1774271716.662 18.00 0.069
1774271716.743 18.00 0.069
1774271716.825 18.00 0.069
1774271716.906 18.00 0.106
1774271716.987 18.00 0.106
1774271717.068 18.00 0.106
1774271717.149 18.00 0.106
1774271717.230 18.00 0.150
1774271717.311 18.00 0.150
1774271717.393 18.00 0.150
1774271717.474 18.00 0.150
1774271717.555 18.00 0.056
1774271717.656 18.00 0.056
1774271717.737 18.00 0.056
1774271717.818 18.00 0.056
1774271717.899 18.00 0.055
1774271717.981 18.00 0.055
1774271718.062 18.00 0.055
1774271718.143 18.00 0.055
1774271718.224 18.00 0.053
1774271718.325 18.00 0.053
1774271718.427 18.00 0.053
1774271718.508 18.00 0.053
1774271718.589 18.00 0.055
1774271718.670 18.00 0.055
1774271718.751 18.00 0.055
1774271718.832 18.00 0.055
1774271718.934 18.00 0.055
1774271719.015 18.00 0.055
1774271719.096 18.00 0.055
1774271719.177 18.00 0.055
1774271719.279 18.00 0.055
1774271719.360 18.00 0.055
1774271719.441 18.00 0.055
1774271719.522 18.00 0.055
1774271719.624 18.00 0.125
1774271719.705 18.00 0.125
1774271719.786 18.00 0.125
1774271719.867 18.00 0.125
1774271719.948 18.00 0.181
1774271720.049 18.00 0.181
1774271720.151 18.00 0.181
1774271720.252 18.00 0.181
1774271720.333 18.00 0.228
1774271720.435 18.00 0.228
1774271720.536 18.00 0.228
1774271720.617 18.00 0.228
1774271720.719 18.00 0.402
1774271720.820 18.00 0.402
1774271720.901 18.00 0.402
1774271721.002 18.00 0.958
1774271721.104 18.00 0.958
1774271721.185 18.00 0.958
1774271721.266 18.00 0.958
1774271721.347 18.00 0.958
1774271721.428 18.00 1.083
1774271721.510 18.00 1.083
1774271721.611 18.00 1.083
1774271721.692 18.00 1.083
1774271721.773 18.00 1.271
1774271721.875 18.00 1.271
1774271721.976 18.00 1.271
1774271722.057 18.00 1.271
1774271722.159 18.00 0.954
1774271722.260 18.00 0.954
1774271722.341 18.00 0.954
1774271722.443 18.00 0.954
1774271722.524 18.00 0.969
1774271722.625 30.00 0.969
1774271722.706 26.77 0.969
1774271722.807 18.63 0.162
1774271722.909 18.00 0.162
1774271722.990 18.00 0.162
1774271723.091 18.00 0.162
1774271723.172 18.00 0.137
1774271723.273 18.00 0.137
1774271723.354 18.00 0.137
1774271723.456 18.00 0.137
1774271723.537 18.00 0.051
1774271723.638 18.00 0.051
1774271723.719 18.00 0.051
1774271723.801 18.00 0.051
1774271723.882 18.00 0.051
1774271723.963 18.00 0.289
1774271724.065 18.00 0.289
1774271724.146 18.00 0.289
1774271724.227 18.00 0.289
1774271724.328 18.00 0.234
1774271724.430 18.00 0.234
1774271724.511 18.00 0.234
1774271724.612 18.00 0.055
1774271724.714 18.00 0.055
1774271724.795 18.00 0.055
1774271724.896 18.00 0.055
1774271724.977 18.00 0.053
1774271725.078 18.00 0.053
1774271725.159 18.00 0.053
1774271725.261 18.00 0.053
1774271725.342 18.00 0.055
1774271725.443 18.00 0.055
1774271725.525 18.00 0.055
1774271725.606 18.00 0.055
1774271725.686 18.00 0.055
1774271725.767 18.00 0.055
1774271725.849 18.00 0.055
1774271725.930 18.00 0.055
1774271726.011 18.00 0.055
1774271726.092 18.00 0.053
1774271726.173 18.00 0.053
1774271726.274 18.00 0.053
1774271726.355 18.00 0.053
1774271726.456 18.00 0.055
1774271726.538 18.00 0.055
1774271726.639 18.00 0.055
1774271726.740 18.00 0.055
1774271726.821 18.00 0.055
1774271726.923 18.00 0.055
1774271727.024 18.00 0.055
1774271727.105 18.00 0.055
1774271727.186 18.00 0.055
1774271727.287 18.00 0.055
1774271727.388 18.00 0.055
1774271727.469 18.00 0.055
1774271727.550 18.00 0.053
1774271727.658 18.00 0.053
1774271727.741 18.00 0.053
1774271727.822 18.00 0.053
1774271727.903 18.00 0.055
1774271727.984 18.00 0.055
1774271728.086 18.00 0.055
1774271728.187 18.00 0.055
1774271728.269 18.00 0.055
1774271728.370 18.00 0.055
1774271728.471 18.00 0.055
